audition_id,actor_id,manager_id,film_id,role_id,audition_round,audition_date,withdrawal_requested,experience_years,role_match_score,accent_match,availability_match,line_accuracy_score,special_skill_match,self_tape_quality_score,manager_rating,prior_collaboration,days_before_deadline,callback
AU002689,A001,M01,F43,RL1015,3,2023-07-11,True,4.1,0.0,1,0,0.813592,0,0.691524,0.569039,0,6,0
AU002690,A001,M01,F44,RL1039,3,2024-05-30,False,4.1,0.11452,1,1,0.19521,0,0.637459,0.591694,0,11,0
AU002691,A001,M01,F45,RL1063,3,2024-05-23,False,4.1,0.427691,1,0,0.712852,0,0.560552,0.573524,0,6,0
AU002692,A001,M01,F46,RL1087,3,2025-06-22,False,4.1,0.0,0,1,0.531947,0,0.56802,0.739074,1,8,0
AU002693,A001,M01,F47,RL1111,3,2022-02-06,False,4.1,0.342075,0,1,0.584479,0,0.652781,0.518227,1,10,0
AU002694,A001,M01,F48,RL1135,3,2022-04-30,False,4.1,0.282169,0,1,0.819953,1,0.825277,0.403526,0,23,0
AU002695,A001,M01,F49,RL1159,3,2024-09-09,False,4.1,0.0,0,0,0.618643,0,0.307742,0.339233,0,11,0
AU002696,A001,M01,F01,RL0008,3,2025-05-20,False,4.1,0.484877,0,0,0.474115,0,0.544216,0.634978,0,23,0
AU002697,A001,M01,F02,RL0032,3,2022-06-04,False,4.1,0.091086,0,1,0.532212,1,0.640874,0.584551,0,12,0
AU002698,A001,M01,F03,RL0056,3,2024-12-22,False,4.1,0.02196,0,1,0.25899,1,0.626973,0.342021,0,29,0
AU002699,A001,M01,F04,RL0080,3,2024-03-06,False,4.1,0.0,0,0,0.743585,1,0.561645,0.467551,0,28,0
AU002700,A001,M01,F05,RL0104,3,2022-09-21,False,4.1,0.105816,1,0,0.40591,1,0.834413,0.511097,0,6,0
AU002701,A001,M01,F06,RL0128,3,2024-01-18,False,4.1,0.206441,1,1,0.638294,0,0.785525,0.491044,0,18,0
AU002702,A001,M01,F07,RL0152,3,2025-04-28,False,4.1,0.0,1,0,0.646237,0,0.511663,0.766181,0,16,0
AU002703,A001,M01,F08,RL0176,3,2024-10-09,False,4.1,0.0,0,0,0.527749,0,0.467332,0.407125,0,25,0
AU002704,A001,M01,F09,RL0200,3,2021-05-23,False,4.1,0.440128,1,1,0.572504,1,0.702809,0.667901,0,24,0
AU002705,A001,M01,F10,RL0224,3,2025-05-05,False,4.1,0.131576,1,1,0.555155,0,0.755484,0.461522,0,11,0
AU002706,A001,M01,F11,RL0248,3,2024-05-03,False,4.1,0.260833,1,0,0.752442,1,0.820805,0.465786,1,23,0
AU002707,A001,M01,F12,RL0272,3,2023-01-31,False,4.1,0.461124,0,1,0.828134,0,0.685227,0.574704,0,0,0
AU002708,A001,M01,F13,RL0296,3,2025-07-22,False,4.1,0.094297,1,0,0.884982,0,0.101439,0.384942,1,1,0
AU002709,A001,M01,F14,RL0320,3,2021-12-15,False,4.1,0.0,0,1,0.5904,0,0.212777,0.507123,1,25,0
AU002710,A001,M01,F15,RL0344,3,2025-05-18,False,4.1,0.172645,1,1,0.840334,0,0.842039,0.580832,0,4,1
AU002711,A001,M01,F16,RL0368,3,2024-02-15,False,4.1,0.141361,1,1,0.823885,0,0.81587,0.587237,0,19,0
AU002712,A001,M01,F17,RL0392,3,2024-07-21,False,4.1,0.059008,0,1,0.678872,0,0.510407,0.613528,1,18,0
AU002713,A001,M01,F18,RL0416,3,2022-03-21,False,4.1,0.0,1,1,0.20885,0,0.533855,0.465629,0,12,1
AU002714,A001,M01,F19,RL0440,3,2024-02-05,False,4.1,0.21555,0,1,0.76103,0,0.473035,0.526979,0,29,0
AU002715,A001,M01,F20,RL0464,3,2024-02-22,False,4.1,0.088027,0,0,0.313196,0,0.698085,0.556294,0,28,0
AU002716,A001,M01,F21,RL0488,3,2025-03-23,False,4.1,0.397359,1,0,0.616583,0,0.881164,0.579965,0,7,1
AU002717,A001,M01,F22,RL0512,3,2023-02-20,False,4.1,0.0,1,0,0.761893,1,0.496639,0.462593,0,1,0
AU002718,A001,M01,F23,RL0536,3,2022-07-11,False,4.1,0.455086,1,0,0.478936,0,0.264809,0.568806,0,11,0
AU002719,A001,M01,F24,RL0560,3,2024-11-17,False,4.1,0.032017,0,1,0.289856,0,0.6085,0.548048,0,30,0
AU002720,A001,M01,F25,RL0584,3,2021-03-19,False,4.1,0.375835,1,0,0.657603,1,0.21137,0.394144,0,15,0
AU002721,A001,M01,F26,RL0608,3,2022-01-24,True,4.1,0.286028,1,0,0.613727,1,0.460309,0.37856,0,0,0
AU002722,A001,M01,F27,RL0632,3,2024-06-04,False,4.1,0.54906,1,0,0.729336,1,0.240052,0.648222,0,19,0
AU002723,A001,M01,F28,RL0656,3,2024-10-13,False,4.1,0.0,0,1,0.57554,0,0.282663,0.756077,1,0,0
AU002724,A001,M01,F29,RL0680,3,2025-02-17,False,4.1,0.248151,0,1,0.606364,0,0.479164,0.744077,0,15,0
AU002725,A001,M01,F30,RL0704,3,2024-05-08,False,4.1,0.331569,1,0,0.498979,0,0.560623,0.488596,0,21,0
AU002726,A001,M01,F31,RL0728,3,2023-08-12,False,4.1,0.003477,1,0,0.676284,0,0.464868,0.54767,0,7,0
AU002727,A001,M01,F32,RL0752,3,2023-02-25,False,4.1,0.0,0,1,0.536176,0,0.436021,0.45563,0,11,0
AU002728,A001,M01,F33,RL0776,3,2025-04-28,False,4.1,0.631739,1,0,0.598574,0,0.308686,0.578243,0,14,0
AU002729,A001,M01,F34,RL0800,3,2022-05-30,False,4.1,0.22019,0,1,0.409085,0,0.662762,0.402324,0,13,0
AU002730,A001,M01,F35,RL0824,3,2024-03-17,False,4.1,0.432999,0,1,0.504634,1,0.524692,0.318018,0,13,1
AU002731,A001,M01,F36,RL0848,3,2022-09-13,False,4.1,0.272844,0,1,0.672185,0,0.303053,0.487127,0,19,0
AU002732,A001,M01,F37,RL0872,3,2021-04-30,False,4.1,0.07737,1,0,0.43977,1,0.636781,0.833304,0,0,0
AU002733,A001,M01,F38,RL0896,3,2021-11-05,False,4.1,0.004509,1,0,0.309324,0,0.702813,0.504845,1,4,0
AU002734,A001,M01,F39,RL0920,3,2022-01-24,False,4.1,0.009684,0,1,0.412666,0,0.477624,0.442409,0,7,0
AU002735,A001,M01,F40,RL0944,3,2024-10-28,False,4.1,0.307218,1,1,0.395396,0,0.406355,0.624072,1,15,0
AU002736,A001,M01,F41,RL0968,3,2023-07-30,False,4.1,0.0,0,0,0.545844,0,0.12948,0.516311,1,6,0
AU002737,A001,M01,F42,RL0992,3,2023-05-12,False,4.1,0.598342,0,1,0.581078,0,0.354598,0.408436,0,2,1
AU002738,A001,M01,F43,RL1016,3,2023-06-01,False,4.1,0.019541,1,0,0.669122,0,0.265081,0.535806,0,0,0
AU002739,A001,M01,F44,RL1040,3,2022-11-03,False,4.1,0.082569,0,1,0.797578,0,0.705917,0.563563,0,15,0
AU002740,A001,M01,F45,RL1064,3,2024-09-14,False,4.1,0.401729,0,0,0.654114,0,0.414834,0.820964,0,15,0
AU002741,A001,M01,F46,RL1088,3,2022-06-18,False,4.1,0.366267,0,1,0.261423,0,0.515119,0.459071,0,20,0
AU002742,A001,M01,F47,RL1112,3,2022-11-01,False,4.1,0.671343,0,0,0.456194,0,0.750346,0.588624,1,17,0
AU002743,A001,M01,F48,RL1136,3,2023-04-15,False,4.1,0.133017,0,0,0.463992,0,0.561971,0.479383,0,28,0
AU002744,A001,M01,F49,RL1160,3,2021-05-02,False,4.1,0.131469,1,1,0.539222,0,0.284762,0.666917,0,18,1
AU002745,A001,M01,F01,RL0009,3,2022-10-02,False,4.1,0.823538,1,0,0.583689,0,0.776372,0.508748,1,20,0
AU002746,A001,M01,F02,RL0033,3,2025-01-25,False,4.1,0.424002,0,0,0.611987,0,0.489815,0.592582,0,10,0
AU002747,A001,M01,F03,RL0057,3,2023-03-31,False,4.1,0.279346,1,0,0.428202,0,0.568335,0.683156,1,0,0
AU002748,A001,M01,F04,RL0081,3,2023-10-07,False,4.1,0.0,1,1,0.846009,0,0.546173,0.64787,1,20,0
AU002749,A001,M01,F05,RL0105,3,2023-01-23,False,4.1,0.526188,0,0,0.482388,1,0.736122,0.920701,0,13,0
AU002750,A001,M01,F06,RL0129,3,2023-11-21,False,4.1,0.514289,0,1,0.823947,0,0.376218,0.575449,0,15,1
AU002751,A001,M01,F07,RL0153,3,2022-10-27,False,4.1,0.124283,0,1,0.398354,0,0.196666,0.400611,1,11,0
AU002752,A001,M01,F08,RL0177,3,2025-07-13,False,4.1,0.0,1,1,0.500036,0,0.371928,0.544222,0,28,1
AU002753,A001,M01,F09,RL0201,3,2024-04-08,False,4.1,0.277231,0,1,0.807551,1,0.471951,0.667911,0,2,0
AU002754,A001,M01,F10,RL0225,3,2022-10-10,False,4.1,0.0,0,0,0.337279,0,0.633896,0.50511,0,17,0
AU002755,A001,M01,F11,RL0249,3,2021-07-06,False,4.1,0.663488,1,1,0.541359,0,0.607611,0.571662,0,2,1
AU002756,A001,M01,F12,RL0273,3,2022-04-26,False,4.1,0.143104,1,1,0.543066,0,0.586775,0.404633,0,27,0
AU002757,A001,M01,F13,RL0297,3,2024-10-06,False,4.1,0.0,0,1,0.353041,0,0.721643,0.558027,0,19,0
AU002758,A001,M01,F14,RL0321,3,2022-11-15,False,4.1,0.655882,0,1,0.238354,1,0.42553,0.307863,0,7,1
AU002759,A001,M01,F15,RL0345,3,2021-04-18,False,4.1,0.52357,1,1,0.594387,0,0.390784,0.625898,0,0,1
AU002760,A001,M01,F16,RL0369,3,2025-05-20,False,4.1,0.0,0,0,0.803292,0,0.58641,0.513352,0,13,0
AU002761,A001,M01,F17,RL0393,3,2021-03-16,False,4.1,0.0,1,1,0.786179,0,0.614907,0.44539,0,8,0
AU002762,A001,M01,F18,RL0417,3,2025-02-08,False,4.1,0.0,1,1,0.545704,0,0.665079,0.481652,0,27,0
AU002763,A001,M01,F19,RL0441,3,2021-09-21,False,4.1,0.27723,0,1,0.235682,0,0.700612,0.58813,0,29,0
AU002764,A001,M01,F20,RL0465,3,2024-01-16,False,4.1,0.363138,0,1,0.737325,0,0.442891,0.796729,0,8,0
AU002765,A001,M01,F21,RL0489,3,2021-05-04,False,4.1,0.408443,1,1,0.687923,0,0.531238,0.473601,1,4,1
AU002766,A001,M01,F22,RL0513,3,2023-04-06,False,4.1,0.015512,1,0,0.705025,0,0.694129,0.345192,0,24,0
AU002767,A001,M01,F23,RL0537,3,2023-08-26,False,4.1,0.040444,0,0,0.61944,0,0.511743,0.430556,0,20,0
AU002768,A001,M01,F24,RL0561,3,2023-06-16,False,4.1,0.426835,1,1,0.224932,0,0.204582,0.358185,0,25,0
AU002769,A001,M01,F25,RL0585,3,2023-12-21,False,4.1,0.572732,1,0,0.60248,0,0.228568,0.777071,1,0,1
AU002770,A001,M01,F26,RL0609,3,2024-12-01,True,4.1,0.340819,0,0,0.590638,0,0.585288,0.262358,0,13,1
AU002771,A001,M01,F27,RL0633,3,2022-05-10,False,4.1,0.040752,1,1,0.317999,0,0.536473,0.589459,0,4,0
AU002772,A001,M01,F28,RL0657,3,2024-10-06,False,4.1,0.171974,0,1,0.139817,0,0.578639,0.497436,0,27,0
AU002773,A001,M01,F29,RL0681,3,2022-06-23,False,4.1,0.169539,1,1,0.669295,0,0.560086,0.760783,1,10,1
AU002774,A001,M01,F30,RL0705,3,2023-12-30,False,4.1,0.0,0,0,0.47792,1,0.934155,0.347181,0,6,0
AU002775,A001,M01,F31,RL0729,3,2021-03-03,False,4.1,0.186365,0,0,0.531764,1,0.715654,0.740407,0,10,0
AU002776,A001,M01,F32,RL0753,3,2022-07-19,False,4.1,0.307887,0,1,0.382699,0,0.572697,0.338064,0,23,0
AU002777,A001,M01,F33,RL0777,3,2023-11-19,False,4.1,0.176897,0,1,0.444196,0,0.506111,0.611011,0,2,0
AU002778,A001,M01,F34,RL0801,3,2022-12-15,False,4.1,0.425034,0,0,0.563682,1,0.406591,0.623771,0,15,0
AU002779,A001,M01,F35,RL0825,3,2021-11-21,False,4.1,0.018387,0,1,0.542566,0,0.561235,0.56731,0,1,0
AU002780,A001,M01,F36,RL0849,3,2024-10-28,False,4.1,0.080674,1,0,0.747454,0,0.238148,0.797122,1,30,0
AU002781,A001,M01,F37,RL0873,3,2023-01-15,False,4.1,0.0,1,1,0.402345,0,0.34912,0.626576,0,22,0
AU002782,A001,M01,F38,RL0897,3,2022-10-22,False,4.1,0.053247,0,1,0.7828,0,0.449816,0.599982,0,20,0
AU002783,A001,M01,F39,RL0921,3,2024-03-24,False,4.1,0.167084,0,1,0.866753,0,0.542074,0.391302,0,11,1
AU002784,A001,M01,F40,RL0945,3,2024-07-31,False,4.1,0.0,0,1,0.533499,0,0.373342,0.810427,0,9,0
AU002785,A001,M01,F41,RL0969,3,2021-09-15,False,4.1,0.0,1,1,0.653744,0,0.667427,0.558666,0,25,0
AU002786,A001,M01,F42,RL0993,3,2023-04-10,False,4.1,0.30844,0,1,0.881637,1,0.444375,0.687046,0,0,0
AU002787,A001,M01,F43,RL1017,3,2024-08-02,False,4.1,0.419416,0,0,0.616241,0,0.578088,0.39012,0,26,1
AU002788,A001,M01,F44,RL1041,3,2024-11-16,False,4.1,0.441719,0,0,0.558694,0,0.135101,0.719162,1,0,0
AU002789,A001,M01,F45,RL1065,3,2025-03-07,False,4.1,0.865112,0,1,0.676266,0,0.583418,0.558704,0,9,1
AU002790,A001,M01,F46,RL1089,3,2025-01-11,False,4.1,0.291232,1,0,0.638052,0,0.653117,0.600425,1,10,1
AU002791,A001,M01,F47,RL1113,3,2025-07-08,False,4.1,0.107123,0,0,0.670569,0,0.401713,0.58966,0,26,1
AU002792,A001,M01,F48,RL1137,3,2022-09-15,False,4.1,0.217893,1,1,0.727295,0,0.327972,0.629654,1,24,0
AU002793,A001,M01,F49,RL1161,3,2021-10-25,False,4.1,0.289257,0,1,0.363637,0,0.666948,0.501176,0,24,0
AU002794,A001,M01,F01,RL0010,3,2023-06-28,False,4.1,0.582159,1,1,0.582883,0,0.304018,0.575833,1,25,0
AU002795,A001,M01,F02,RL0034,3,2024-11-03,True,4.1,0.002422,0,0,0.450743,1,0.451406,0.587906,0,2,0
AU002796,A001,M01,F03,RL0058,3,2024-11-24,False,4.1,0.273647,0,0,0.649262,0,0.607795,0.639398,0,21,1
AU002797,A001,M01,F04,RL0082,3,2022-05-10,False,4.1,0.0,1,1,0.516982,0,0.44906,0.69499,0,26,0
AU002798,A001,M01,F05,RL0106,3,2021-03-16,False,4.1,0.527713,1,1,0.733543,0,0.479001,0.646927,0,5,0
AU002799,A001,M01,F06,RL0130,3,2024-05-14,False,4.1,0.569995,0,1,0.728135,0,0.683464,0.758982,0,20,0
AU002800,A001,M01,F07,RL0154,3,2023-03-11,False,4.1,0.425825,1,0,0.630781,1,0.510286,0.559722,0,6,0
AU002801,A001,M01,F08,RL0178,3,2025-07-15,False,4.1,0.0,1,1,0.524,0,0.780601,0.209964,0,12,0
AU002802,A001,M01,F09,RL0202,3,2024-05-18,False,4.1,0.317309,0,0,0.556074,0,0.878911,0.650908,0,2,0
AU002803,A001,M01,F10,RL0226,3,2023-08-10,False,4.1,0.293373,1,1,0.586036,0,0.322534,0.40993,0,9,0
AU002804,A001,M01,F11,RL0250,3,2025-06-18,False,4.1,0.311992,1,0,0.567881,1,0.699496,0.655732,0,24,0
AU002805,A001,M01,F12,RL0274,3,2024-11-01,False,4.1,0.086507,1,1,0.362378,1,0.646126,0.72741,0,10,0
AU002806,A001,M01,F13,RL0298,3,2022-09-19,False,4.1,0.277029,0,0,0.593068,0,0.818607,0.560595,0,0,0
AU002807,A001,M01,F14,RL0322,3,2024-07-05,False,4.1,0.549038,1,0,0.399102,0,0.611166,0.37517,0,6,0
AU002808,A001,M01,F15,RL0346,3,2021-11-08,False,4.1,0.288253,1,0,0.238163,0,0.552079,0.670349,0,22,0
AU002809,A001,M01,F16,RL0370,3,2022-08-09,False,4.1,0.379031,0,1,0.828852,0,0.800081,0.735335,0,0,1
AU002810,A001,M01,F17,RL0394,3,2025-01-29,False,4.1,0.057706,0,0,0.734276,1,0.504841,0.403377,0,29,0
AU002811,A001,M01,F18,RL0418,3,2021-11-29,False,4.1,0.195758,0,1,0.59555,0,0.637933,0.559224,0,28,0
AU002812,A001,M01,F19,RL0442,3,2023-12-29,False,4.1,0.440971,1,1,0.708833,1,0.466936,0.651497,0,26,0
AU002813,A001,M01,F20,RL0466,3,2023-05-14,False,4.1,0.349385,0,1,0.339135,0,0.339514,0.557927,1,9,0
AU002814,A001,M01,F21,RL0490,3,2021-07-16,False,4.1,0.008271,0,0,0.361376,0,0.341502,0.447241,0,13,0
AU002815,A001,M01,F22,RL0514,3,2021-12-29,False,4.1,0.025285,0,0,0.446405,1,0.531176,0.494655,0,1,0
AU002816,A001,M01,F23,RL0538,3,2023-07-29,False,4.1,0.468007,0,1,0.154062,0,0.779726,0.523211,0,16,0
AU002817,A001,M01,F24,RL0562,3,2023-09-19,False,4.1,0.653421,0,1,0.587809,0,0.499979,0.788714,0,4,1
AU002818,A001,M01,F25,RL0586,3,2023-11-30,False,4.1,0.767883,0,1,0.435892,1,0.579714,0.572897,0,5,1
AU002819,A001,M01,F26,RL0610,3,2023-11-19,False,4.1,0.087471,1,1,0.36701,1,0.833618,0.684441,0,6,0
AU002820,A001,M01,F27,RL0634,3,2024-08-15,False,4.1,0.434377,0,1,0.700988,1,0.264574,0.75114,0,10,0
AU002821,A001,M01,F28,RL0658,3,2021-01-15,False,4.1,0.399856,1,1,0.900086,0,0.599064,0.522057,0,6,0
AU002822,A001,M01,F29,RL0682,3,2024-11-17,False,4.1,0.170009,1,0,0.813432,0,0.725695,0.611692,0,11,0
AU002823,A001,M01,F30,RL0706,3,2021-04-20,False,4.1,0.380281,0,1,0.51531,0,0.638313,0.519251,1,17,0
AU002824,A001,M01,F31,RL0730,3,2023-12-26,False,4.1,0.079819,1,1,0.684474,1,0.36287,0.502191,1,20,0
AU002825,A001,M01,F32,RL0754,3,2024-11-18,False,4.1,0.0,0,0,0.710656,0,0.837695,0.587778,0,23,0
AU002826,A001,M01,F33,RL0778,3,2021-02-08,False,4.1,0.11666,1,0,0.58483,0,0.717759,0.53157,0,12,0
AU002827,A001,M01,F34,RL0802,3,2025-05-24,False,4.1,0.489217,1,1,0.77382,1,0.29384,0.634766,1,17,1
AU002828,A001,M01,F35,RL0826,3,2024-08-20,False,4.1,0.158238,0,0,0.306014,1,0.575844,0.482568,0,20,0
AU002829,A001,M01,F36,RL0850,3,2021-01-20,False,4.1,0.0,0,0,0.539021,0,0.470468,0.773025,1,9,0
AU002830,A001,M01,F37,RL0874,3,2023-07-18,False,4.1,0.383531,1,0,0.772065,0,0.521626,0.544819,0,28,0
AU002831,A001,M01,F38,RL0898,3,2021-06-22,False,4.1,0.336769,0,1,0.347588,0,0.507995,0.546229,0,19,0
AU002832,A001,M01,F39,RL0922,3,2022-02-16,False,4.1,0.0,0,0,0.296721,0,0.37821,0.537287,0,17,0
AU002833,A001,M01,F40,RL0946,3,2024-03-25,False,4.1,0.0,0,1,0.76897,0,0.498632,0.701335,0,10,0
AU002834,A001,M01,F41,RL0970,3,2024-12-09,False,4.1,0.0,0,0,0.491542,0,0.13149,0.537477,0,20,0
AU002835,A001,M01,F42,RL0994,3,2023-05-25,False,4.1,0.532429,0,0,0.144012,1,0.628832,0.602182,1,30,0
AU002836,A001,M01,F43,RL1018,3,2022-08-05,False,4.1,0.360948,0,1,0.275345,0,0.398742,0.778417,0,12,0
AU002837,A001,M01,F44,RL1042,3,2023-03-05,False,4.1,0.433693,0,1,0.511891,1,0.356704,0.534235,0,12,1
AU002838,A001,M01,F45,RL1066,3,2022-05-21,False,4.1,0.579672,1,0,0.426956,0,0.282077,0.641524,0,30,0
AU002839,A001,M01,F46,RL1090,3,2022-03-02,False,4.1,0.161479,0,0,0.337607,1,0.618047,0.613995,0,19,0
AU002840,A001,M01,F47,RL1114,3,2022-11-28,False,4.1,0.584671,0,1,0.535982,0,0.669322,0.345898,0,2,0
AU002841,A001,M01,F48,RL1138,3,2021-10-24,False,4.1,0.58589,1,1,0.873015,0,0.756715,0.551329,0,11,1
AU002842,A001,M01,F49,RL1162,3,2022-01-26,False,4.1,0.12318,1,1,0.359903,0,0.574254,0.809294,0,29,1
AU002843,A001,M01,F01,RL0011,3,2023-10-04,True,4.1,0.150649,0,0,0.785576,0,0.245234,0.409701,0,11,0
AU002844,A001,M01,F02,RL0035,3,2023-04-19,False,4.1,0.198294,0,1,0.684552,0,0.837761,0.398963,0,27,0
AU002845,A001,M01,F03,RL0059,3,2024-08-13,False,4.1,0.213439,0,1,0.688874,0,0.347773,0.474544,0,15,0
AU002846,A001,M01,F04,RL0083,3,2022-01-14,False,4.1,0.125818,0,1,0.206047,1,0.871527,0.464188,0,10,0
AU002847,A001,M01,F05,RL0107,3,2024-10-18,False,4.1,0.326703,1,1,0.814642,0,0.614497,0.62067,0,26,0
AU002848,A001,M01,F06,RL0131,3,2021-06-08,False,4.1,0.011842,0,0,0.858349,0,0.922182,0.505865,0,27,0
AU002849,A001,M01,F07,RL0155,3,2021-07-10,False,4.1,0.372849,1,0,0.47722,0,0.352648,0.551011,0,17,0
AU002850,A001,M01,F08,RL0179,3,2025-01-15,False,4.1,0.216494,0,1,0.793999,0,0.483867,0.483443,0,18,0
AU002851,A001,M01,F09,RL0203,3,2022-12-23,False,4.1,0.359436,1,1,0.550938,0,0.658396,0.651111,0,26,0
AU002852,A001,M01,F10,RL0227,3,2021-11-28,False,4.1,0.838793,0,1,0.456198,0,0.476003,0.611419,0,24,1
AU002853,A001,M01,F11,RL0251,3,2021-06-03,False,4.1,0.360631,0,1,0.351137,0,0.765248,0.87667,0,2,0
AU002854,A001,M01,F12,RL0275,3,2024-08-08,False,4.1,0.473426,0,0,0.526951,0,0.327674,0.494114,1,9,0
AU002855,A001,M01,F13,RL0299,3,2025-07-07,False,4.1,0.547862,1,1,0.437578,0,0.859083,0.473975,0,9,0
AU002856,A001,M01,F14,RL0323,3,2021-06-02,False,4.1,0.0,1,1,0.406881,0,0.595894,0.507668,1,25,0
AU002857,A001,M01,F15,RL0347,3,2024-02-12,False,4.1,0.0,0,0,0.299972,0,0.740589,0.452775,0,28,1
AU002858,A001,M01,F16,RL0371,3,2023-07-14,False,4.1,0.475713,0,0,0.622662,0,0.63809,0.615315,0,28,0
AU002859,A001,M01,F17,RL0395,3,2024-01-07,False,4.1,0.212007,0,1,0.355625,0,0.715751,0.610533,0,28,1
AU002860,A001,M01,F18,RL0419,3,2024-01-06,False,4.1,0.050599,1,0,0.858593,0,0.228202,0.458473,0,26,0
AU002861,A001,M01,F19,RL0443,3,2021-01-23,False,4.1,0.009293,0,0,0.738892,0,0.744165,0.499428,0,3,0
AU002862,A001,M01,F20,RL0467,3,2025-03-05,False,4.1,0.084803,0,1,0.324914,0,0.271288,0.443995,0,10,0
AU002863,A001,M01,F21,RL0491,3,2025-07-18,False,4.1,0.0,0,0,0.869063,0,0.530129,0.500303,1,19,0
AU002864,A001,M01,F22,RL0515,3,2021-12-27,False,4.1,0.0,0,0,0.725869,0,0.703045,0.335936,1,24,0
AU002865,A001,M01,F23,RL0539,3,2024-01-19,False,4.1,0.512912,1,0,0.890867,1,0.557047,0.762292,0,19,1
AU002866,A001,M01,F24,RL0563,3,2022-01-24,False,4.1,0.498711,0,0,0.822448,1,0.706334,0.775566,0,30,0
AU002867,A001,M01,F25,RL0587,3,2023-12-22,False,4.1,0.060988,1,1,0.413165,0,0.169666,0.381124,0,0,0
AU002868,A001,M01,F26,RL0611,3,2024-06-19,False,4.1,0.272003,1,1,0.358987,0,0.654172,0.614253,1,7,0
AU002869,A001,M01,F27,RL0635,3,2024-08-14,False,4.1,0.085726,0,1,0.793331,1,0.866281,0.558363,0,0,0
AU002870,A001,M01,F28,RL0659,3,2024-07-16,False,4.1,0.525344,1,1,0.80396,0,0.670996,0.372157,0,20,1
AU002871,A001,M01,F29,RL0683,3,2023-03-26,False,4.1,0.0,0,0,0.364319,0,0.593248,0.623334,0,17,0
AU002872,A001,M01,F30,RL0707,3,2023-05-08,False,4.1,0.648297,1,1,0.655303,1,0.647211,0.686179,1,20,0
AU002873,A001,M01,F31,RL0731,3,2022-06-01,False,4.1,0.357207,1,1,0.544318,0,0.598836,0.538183,0,4,0
AU002874,A001,M01,F32,RL0755,3,2022-10-26,False,4.1,0.0,0,1,0.580519,0,0.698972,0.708616,0,4,0
AU002875,A001,M01,F33,RL0779,3,2022-05-19,False,4.1,0.207668,0,0,0.604826,0,0.47154,0.465131,1,5,0
AU002876,A001,M01,F34,RL0803,3,2024-03-26,False,4.1,0.115925,1,0,0.550528,0,0.133034,0.460989,0,27,0
AU002877,A001,M01,F35,RL0827,3,2024-02-06,False,4.1,0.262298,0,1,0.76895,1,0.770721,0.745127,1,29,1
AU002878,A001,M01,F36,RL0851,3,2024-09-12,False,4.1,0.29722,0,0,0.700187,1,0.419909,0.407938,0,22,0
AU002879,A001,M01,F37,RL0875,3,2023-12-29,False,4.1,0.0,0,1,0.748991,0,0.299479,0.529713,0,22,0
AU002880,A001,M01,F38,RL0899,3,2022-01-10,True,4.1,0.0,0,1,0.414635,0,0.566195,0.626356,0,26,0
AU002881,A001,M01,F39,RL0923,3,2024-02-11,False,4.1,0.137049,1,1,0.611166,0,0.47931,0.580956,1,25,0
AU002882,A001,M01,F40,RL0947,3,2023-07-17,False,4.1,0.0,0,0,0.721221,0,0.453378,0.471014,1,29,0
AU002883,A001,M01,F41,RL0971,3,2024-09-09,False,4.1,0.0,0,0,0.496276,0,0.64375,0.640919,0,26,0
AU002884,A001,M01,F42,RL0995,3,2022-03-24,True,4.1,0.036855,1,0,0.569834,1,0.374957,0.420941,0,23,0
AU002885,A001,M01,F43,RL1019,3,2024-12-20,False,4.1,0.0,0,0,0.484091,0,0.739417,0.563923,0,24,0
AU002886,A001,M01,F44,RL1043,3,2024-01-19,False,4.1,0.0,1,0,0.21764,1,0.850144,0.502078,0,20,0
AU002887,A001,M01,F45,RL1067,3,2021-03-23,False,4.1,0.0,1,1,0.471264,0,0.886555,0.560628,0,6,0
AU002888,A001,M01,F46,RL1091,3,2022-10-09,False,4.1,0.0,0,0,0.80373,0,0.221543,0.341101,0,17,0
AU002889,A001,M01,F47,RL1115,3,2024-12-19,False,4.1,0.501598,1,1,0.69038,1,0.217936,0.602054,0,10,1
AU002890,A001,M01,F48,RL1139,3,2025-01-02,False,4.1,0.558363,1,1,0.181143,0,0.092879,0.460291,0,25,0
AU002891,A001,M01,F49,RL1163,3,2024-04-29,False,4.1,0.199868,1,1,0.618007,0,0.355335,0.515182,0,24,0
AU002892,A001,M01,F01,RL0012,3,2025-06-19,True,4.1,0.051704,0,0,0.261087,0,0.618766,0.754205,1,21,0
AU002893,A001,M01,F02,RL0036,3,2022-05-03,True,4.1,0.0,1,0,0.093959,1,0.571264,0.64767,0,26,0
AU002894,A001,M01,F03,RL0060,3,2023-09-13,False,4.1,0.000777,1,1,0.24999,0,0.546469,0.685116,1,15,0
AU002895,A001,M01,F04,RL0084,3,2024-03-01,False,4.1,0.328573,0,1,0.550873,1,0.53629,0.803315,1,8,1
AU002896,A001,M01,F05,RL0108,3,2022-04-23,False,4.1,0.438771,1,1,0.310406,0,0.831888,0.439431,1,18,1
AU002897,A001,M01,F06,RL0132,3,2022-02-07,False,4.1,0.234552,0,0,0.264247,0,0.314194,0.528532,0,15,0
AU002898,A001,M01,F07,RL0156,3,2024-06-30,False,4.1,0.563545,0,1,0.371002,0,0.840589,0.659129,1,13,0
AU002899,A001,M01,F08,RL0180,3,2024-05-04,False,4.1,0.639775,0,0,0.563828,1,0.665085,0.57764,0,7,0
