original_index,shard_id,slice_id,within_shard_order,class_label
34696,1,5,6208,0
748,1,5,6209,1
39973,1,5,6210,0
27464,1,5,6211,1
27637,1,5,6212,0
41538,1,5,6213,0
9445,1,5,6214,1
25685,1,5,6215,0
45953,1,5,6216,0
39941,1,5,6217,0
14004,1,5,6218,1
22377,1,5,6219,0
41011,1,5,6220,0
47298,1,5,6221,0
37082,1,5,6222,0
40163,1,5,6223,0
2732,1,5,6224,1
25120,1,5,6225,0
15100,1,5,6226,0
18123,1,5,6227,0
45547,1,5,6228,1
46428,1,5,6229,0
5553,1,5,6230,0
16510,1,5,6231,0
34427,1,5,6232,1
13450,1,5,6233,0
5267,1,5,6234,1
39146,1,5,6235,0
31447,1,5,6236,0
43476,1,5,6237,0
24639,1,5,6238,0
6304,1,5,6239,1
31829,1,5,6240,0
5762,1,5,6241,0
29835,1,5,6242,1
28217,1,5,6243,0
40159,1,5,6244,1
37480,1,5,6245,0
2798,1,5,6246,1
10177,1,5,6247,0
8890,1,5,6248,0
48744,1,5,6249,0
44370,1,5,6250,0
18854,1,5,6251,0
1140,1,5,6252,1
16293,1,5,6253,0
39580,1,5,6254,0
31393,1,5,6255,0
6820,1,5,6256,0
821,1,5,6257,0
5281,1,5,6258,1
4295,1,5,6259,0
38180,1,5,6260,0
21708,1,5,6261,0
32172,1,5,6262,1
4002,1,5,6263,0
32473,1,5,6264,0
4003,1,5,6265,0
5899,1,5,6266,0
37857,1,5,6267,0
41229,1,5,6268,0
28837,1,5,6269,1
10839,1,5,6270,0
17291,1,5,6271,0
41822,1,5,6272,0
42546,1,5,6273,0
28606,1,5,6274,0
33598,1,5,6275,0
4336,1,5,6276,0
12523,1,5,6277,0
27312,1,5,6278,0
16214,1,5,6279,0
22075,1,5,6280,1
15081,1,5,6281,0
14251,1,5,6282,0
5,1,5,6283,0
10078,1,5,6284,1
42127,1,5,6285,0
8433,1,5,6286,1
255,1,5,6287,0
33678,1,5,6288,1
25508,1,5,6289,1
31495,1,5,6290,0
23896,1,5,6291,0
38993,1,5,6292,0
20576,1,5,6293,0
14146,1,5,6294,1
15298,1,5,6295,1
10433,1,5,6296,0
37574,1,5,6297,0
16983,1,5,6298,0
10719,1,5,6299,0
19863,1,5,6300,0
9372,1,5,6301,0
31848,1,5,6302,1
25600,1,5,6303,0
3258,1,5,6304,0
9742,1,5,6305,0
10352,1,5,6306,0
7393,1,5,6307,0
18579,1,5,6308,0
14704,1,5,6309,0
15803,1,5,6310,0
29914,1,5,6311,0
38064,1,5,6312,0
22910,1,5,6313,0
13406,1,5,6314,0
2998,1,5,6315,0
989,1,5,6316,0
31381,1,5,6317,1
23726,1,5,6318,0
11601,1,5,6319,1
25828,1,5,6320,1
31067,1,5,6321,0
10374,1,5,6322,1
35261,1,5,6323,1
40440,1,5,6324,0
14694,1,5,6325,0
32664,1,5,6326,0
22285,1,5,6327,1
20389,1,5,6328,0
36365,1,5,6329,0
11034,1,5,6330,1
8600,1,5,6331,1
48001,1,5,6332,0
3341,1,5,6333,0
48559,1,5,6334,0
17117,1,5,6335,0
978,1,5,6336,1
41137,1,5,6337,0
30849,1,5,6338,0
34876,1,5,6339,0
45616,1,5,6340,0
37973,1,5,6341,0
313,1,5,6342,1
19249,1,5,6343,1
32577,1,5,6344,0
4356,1,5,6345,0
800,1,5,6346,0
5274,1,5,6347,0
36382,1,5,6348,0
38676,1,5,6349,0
2082,1,5,6350,1
36288,1,5,6351,0
6285,1,5,6352,0
33055,1,5,6353,0
22773,1,5,6354,1
37279,1,5,6355,0
37081,1,5,6356,1
11849,1,5,6357,0
22147,1,5,6358,0
96,1,5,6359,0
8913,1,5,6360,1
43622,1,5,6361,0
9881,1,5,6362,0
37602,1,5,6363,0
18744,1,5,6364,0
19017,1,5,6365,1
38515,1,5,6366,0
32660,1,5,6367,0
22692,1,5,6368,0
46003,1,5,6369,1
19577,1,5,6370,0
25416,1,5,6371,0
12886,1,5,6372,0
48628,1,5,6373,1
47974,1,5,6374,0
10282,1,5,6375,0
46267,1,5,6376,0
31371,1,5,6377,0
32320,1,5,6378,1
42455,1,5,6379,0
12043,1,5,6380,0
4238,1,5,6381,1
46751,1,5,6382,1
34599,1,5,6383,0
11244,1,5,6384,0
5835,1,5,6385,0
23000,1,5,6386,0
12373,1,5,6387,0
20434,1,5,6388,0
10782,1,5,6389,0
3415,1,5,6390,0
18717,1,5,6391,0
45326,1,5,6392,0
34418,1,5,6393,0
36932,1,5,6394,1
46211,1,5,6395,0
20336,1,5,6396,1
8417,1,5,6397,0
3173,1,5,6398,1
36794,1,5,6399,1
19431,1,5,6400,0
39044,1,5,6401,0
10252,1,5,6402,0
30089,1,5,6403,0
37337,1,5,6404,0
40973,1,5,6405,0
16412,1,5,6406,0
19540,1,5,6407,0
46697,1,5,6408,0
3339,1,5,6409,0
20963,1,5,6410,0
9406,1,5,6411,1
9150,1,5,6412,0
39831,1,5,6413,1
9980,1,5,6414,0
3252,1,5,6415,1
15473,1,5,6416,0
28066,1,5,6417,1
9334,1,5,6418,1
31061,1,5,6419,0
19466,1,5,6420,1
22991,1,5,6421,0
26106,1,5,6422,0
11359,1,5,6423,1
9318,1,5,6424,1
17954,1,5,6425,0
252,1,5,6426,1
20393,1,5,6427,1
16348,1,5,6428,1
37720,1,5,6429,0
27270,1,5,6430,1
28629,1,5,6431,1
19522,1,5,6432,0
32416,1,5,6433,0
42824,1,5,6434,0
26493,1,5,6435,1
17210,1,5,6436,0
29406,1,5,6437,1
7643,1,5,6438,1
45956,1,5,6439,0
22865,1,5,6440,0
2708,1,5,6441,1
20261,1,5,6442,1
46332,1,5,6443,0
5664,1,5,6444,0
21432,1,5,6445,0
24081,1,5,6446,0
43280,1,5,6447,0
10817,1,5,6448,0
42152,1,5,6449,0
24690,1,5,6450,1
1776,1,5,6451,0
22859,1,5,6452,0
35188,1,5,6453,0
4858,1,5,6454,0
29930,1,5,6455,0
35639,1,5,6456,0
32868,1,5,6457,0
22115,1,5,6458,0
17565,1,5,6459,1
10992,1,5,6460,0
34618,1,5,6461,1
3388,1,5,6462,1
654,1,5,6463,1
46601,1,5,6464,1
37817,1,5,6465,0
43535,1,5,6466,1
44780,1,5,6467,0
6189,1,5,6468,0
1765,1,5,6469,1
30771,1,5,6470,0
31287,1,5,6471,1
19730,1,5,6472,0
18055,1,5,6473,1
37859,1,5,6474,1
5184,1,5,6475,1
36255,1,5,6476,0
48646,1,5,6477,1
29199,1,5,6478,1
44553,1,5,6479,1
36187,1,5,6480,0
35655,1,5,6481,0
42945,1,5,6482,0
39299,1,5,6483,1
2757,1,5,6484,1
4754,1,5,6485,0
24678,1,5,6486,1
2479,1,5,6487,0
5697,1,5,6488,0
41510,1,5,6489,0
26824,1,5,6490,1
20285,1,5,6491,1
35310,1,5,6492,1
26119,1,5,6493,0
31823,1,5,6494,0
18317,1,5,6495,0
35581,1,5,6496,0
27512,1,5,6497,0
40258,1,5,6498,1
91,1,5,6499,0
8510,1,5,6500,1
30375,1,5,6501,0
41595,1,5,6502,0
24285,1,5,6503,0
20783,1,5,6504,1
40234,1,5,6505,0
47173,1,5,6506,0
36460,1,5,6507,0
13693,1,5,6508,0
37729,1,5,6509,1
8054,1,5,6510,0
44376,1,5,6511,0
7110,1,5,6512,1
26482,1,5,6513,0
46249,1,5,6514,0
39889,1,5,6515,0
4225,1,5,6516,0
23311,1,5,6517,0
5587,1,5,6518,0
17662,1,5,6519,0
29644,1,5,6520,0
15245,1,5,6521,0
4711,1,5,6522,0
26806,1,5,6523,0
9289,1,5,6524,0
23327,1,5,6525,0
6,1,5,6526,0
16216,1,5,6527,0
20609,1,5,6528,0
26041,1,5,6529,1
15134,1,5,6530,0
7716,1,5,6531,0
1836,1,5,6532,0
24206,1,5,6533,0
3185,1,5,6534,0
17701,1,5,6535,0
45739,1,5,6536,0
8841,1,5,6537,0
42831,1,5,6538,0
1242,1,5,6539,0
25021,1,5,6540,1
20781,1,5,6541,0
33462,1,5,6542,1
19806,1,5,6543,0
46308,1,5,6544,1
10253,1,5,6545,1
15129,1,5,6546,0
44240,1,5,6547,0
26299,1,5,6548,0
23303,1,5,6549,0
25152,1,5,6550,0
36481,1,5,6551,1
12885,1,5,6552,0
4194,1,5,6553,0
21469,1,5,6554,0
35497,1,5,6555,0
43892,1,5,6556,0
30712,1,5,6557,0
29258,1,5,6558,0
18829,1,5,6559,0
29349,1,5,6560,0
41068,1,5,6561,0
3311,1,5,6562,0
24177,1,5,6563,1
37841,1,5,6564,0
18864,1,5,6565,1
24005,1,5,6566,0
43574,1,5,6567,0
16515,1,5,6568,1
19665,1,5,6569,1
16150,1,5,6570,0
16437,1,5,6571,0
18104,1,5,6572,0
42180,1,5,6573,0
44222,1,5,6574,0
1699,1,5,6575,1
5739,1,5,6576,0
24426,1,5,6577,0
11537,1,5,6578,0
12870,1,5,6579,0
8328,1,5,6580,0
27624,1,5,6581,1
20058,1,5,6582,0
34629,1,5,6583,0
37225,1,5,6584,0
19504,1,5,6585,0
26165,1,5,6586,1
26883,1,5,6587,0
8465,1,5,6588,0
13400,1,5,6589,0
45872,1,5,6590,1
37545,1,5,6591,0
3340,1,5,6592,1
10516,1,5,6593,0
28002,1,5,6594,0
28446,1,5,6595,1
4578,1,5,6596,0
240,1,5,6597,0
11721,1,5,6598,0
21673,1,5,6599,0
27568,1,5,6600,0
11785,1,5,6601,0
41770,1,5,6602,0
10131,1,5,6603,0
6981,1,5,6604,1
9255,1,5,6605,0
41054,1,5,6606,0
38147,1,5,6607,1
35364,1,5,6608,0
27813,1,5,6609,0
42509,1,5,6610,0
31706,1,5,6611,1
8808,1,5,6612,0
11758,1,5,6613,0
8014,1,5,6614,0
25904,1,5,6615,0
12865,1,5,6616,0
1809,1,5,6617,0
10886,1,5,6618,0
39287,1,5,6619,0
7803,1,5,6620,1
31995,1,5,6621,0
25094,1,5,6622,0
10651,1,5,6623,0
24045,1,5,6624,0
16785,1,5,6625,0
5149,1,5,6626,0
3430,1,5,6627,0
2701,1,5,6628,0
29877,1,5,6629,0
9323,1,5,6630,0
26322,1,5,6631,1
14189,1,5,6632,0
23926,1,5,6633,1
24051,1,5,6634,0
6592,1,5,6635,0
39689,1,5,6636,0
38280,1,5,6637,0
23614,1,5,6638,0
35020,1,5,6639,1
36362,1,5,6640,0
46244,1,5,6641,0
38465,1,5,6642,0
25897,1,5,6643,0
8803,1,5,6644,0
48543,1,5,6645,0
23620,1,5,6646,1
20342,1,5,6647,0
40468,1,5,6648,0
12059,1,5,6649,1
46369,1,5,6650,0
28310,1,5,6651,0
25456,1,5,6652,0
2450,1,5,6653,0
8690,1,5,6654,0
18862,1,5,6655,0
40454,1,5,6656,0
1305,1,5,6657,0
13498,1,5,6658,0
27998,1,5,6659,1
42327,1,5,6660,0
3058,1,5,6661,0
14304,1,5,6662,0
9614,1,5,6663,0
38477,1,5,6664,0
81,1,5,6665,0
18960,1,5,6666,0
33323,1,5,6667,1
3724,1,5,6668,0
25457,1,5,6669,0
33368,1,5,6670,0
18310,1,5,6671,0
7505,1,5,6672,0
36981,1,5,6673,0
34703,1,5,6674,0
25376,1,5,6675,0
3119,1,5,6676,0
16602,1,5,6677,0
35409,1,5,6678,0
13679,1,5,6679,0
34082,1,5,6680,1
33258,1,5,6681,0
36927,1,5,6682,0
5947,1,5,6683,0
34233,1,5,6684,0
33379,1,5,6685,0
2132,1,5,6686,0
34006,1,5,6687,0
811,1,5,6688,0
39472,1,5,6689,1
5746,1,5,6690,0
5301,1,5,6691,0
31439,1,5,6692,0
37988,1,5,6693,0
5118,1,5,6694,1
23792,1,5,6695,0
8037,1,5,6696,0
21163,1,5,6697,0
7780,1,5,6698,0
44436,1,5,6699,1
39777,1,5,6700,0
22728,1,5,6701,0
6956,1,5,6702,1
15729,1,5,6703,1
39761,1,5,6704,0
31406,1,5,6705,1
28854,1,5,6706,1
3466,1,5,6707,1
16555,1,5,6708,0
40691,1,5,6709,0
30907,1,5,6710,1
1438,1,5,6711,0
42854,1,5,6712,0
47069,1,5,6713,1
6975,1,5,6714,1
30963,1,5,6715,0
6980,1,5,6716,0
42446,1,5,6717,0
25328,1,5,6718,0
3820,1,5,6719,0
9724,1,5,6720,0
28623,1,5,6721,0
29420,1,5,6722,0
42841,1,5,6723,1
28737,1,5,6724,0
38857,1,5,6725,0
15294,1,5,6726,0
29888,1,5,6727,0
42395,1,5,6728,0
34905,1,5,6729,1
48061,1,5,6730,0
22533,1,5,6731,0
6125,1,5,6732,0
5170,1,5,6733,0
23498,1,5,6734,0
27121,1,5,6735,0
41726,1,5,6736,0
16531,1,5,6737,1
46024,1,5,6738,0
21339,1,5,6739,1
23980,1,5,6740,1
38306,1,5,6741,0
24168,1,5,6742,0
20637,1,5,6743,0
8973,1,5,6744,0
41730,1,5,6745,1
37887,1,5,6746,1
9311,1,5,6747,0
34893,1,5,6748,1
38560,1,5,6749,1
29996,1,5,6750,0
22793,1,5,6751,1
24687,1,5,6752,0
27188,1,5,6753,0
46982,1,5,6754,1
20027,1,5,6755,0
34976,1,5,6756,1
41238,1,5,6757,0
31542,1,5,6758,1
3510,1,5,6759,1
16505,1,5,6760,0
40355,1,5,6761,0
7267,1,5,6762,0
8743,1,5,6763,0
17371,1,5,6764,1
16039,1,5,6765,0
10844,1,5,6766,0
23410,1,5,6767,0
41359,1,5,6768,0
7653,1,5,6769,0
35031,1,5,6770,0
32037,1,5,6771,0
40996,1,5,6772,0
4400,1,5,6773,0
518,1,5,6774,0
42766,1,5,6775,0
23971,1,5,6776,1
1820,1,5,6777,0
36599,1,5,6778,0
15906,1,5,6779,0
24791,1,5,6780,1
616,1,5,6781,0
24465,1,5,6782,1
41991,1,5,6783,0
44876,1,5,6784,0
34824,1,5,6785,0
4444,1,5,6786,0
48417,1,5,6787,0
30222,1,5,6788,1
13343,1,5,6789,0
5035,1,5,6790,0
20715,1,5,6791,0
41682,1,5,6792,0
14558,1,5,6793,0
1479,1,5,6794,0
8379,1,5,6795,0
41110,1,5,6796,0
37507,1,5,6797,1
17614,1,5,6798,0
5624,1,5,6799,0
41265,1,5,6800,0
10329,1,5,6801,0
9090,1,5,6802,0
18247,1,5,6803,0
24077,1,5,6804,0
44854,1,5,6805,0
40523,1,5,6806,0
1650,1,5,6807,0
28835,1,5,6808,0
15282,1,5,6809,0
15487,1,5,6810,0
23906,1,5,6811,0
5799,1,5,6812,1
5886,1,5,6813,1
47243,1,5,6814,0
36587,1,5,6815,0
43284,1,5,6816,1
4161,1,5,6817,1
43227,1,5,6818,1
2440,1,5,6819,0
48771,1,5,6820,0
39147,1,5,6821,0
46327,1,5,6822,0
46666,1,5,6823,0
43730,1,5,6824,0
15356,1,5,6825,0
1701,1,5,6826,0
10338,1,5,6827,0
15657,1,5,6828,0
30191,1,5,6829,0
38298,1,5,6830,1
33189,1,5,6831,1
9906,1,5,6832,0
4504,1,5,6833,0
25915,1,5,6834,0
32948,1,5,6835,1
13982,1,5,6836,1
6660,1,5,6837,0
8486,2,1,0,0
20597,2,1,1,0
23577,2,1,2,1
19617,2,1,3,1
15835,2,1,4,0
3212,2,1,5,0
29339,2,1,6,0
11708,2,1,7,0
40001,2,1,8,0
12973,2,1,9,0
22735,2,1,10,0
24088,2,1,11,1
28877,2,1,12,0
1325,2,1,13,0
1545,2,1,14,0
44336,2,1,15,0
16601,2,1,16,0
7578,2,1,17,1
6582,2,1,18,0
39705,2,1,19,0
16415,2,1,20,0
9240,2,1,21,0
11227,2,1,22,1
7040,2,1,23,0
5747,2,1,24,0
38198,2,1,25,0
21795,2,1,26,1
18646,2,1,27,0
32122,2,1,28,0
31665,2,1,29,1
2786,2,1,30,0
42046,2,1,31,1
46399,2,1,32,1
38936,2,1,33,1
19107,2,1,34,0
42014,2,1,35,1
40892,2,1,36,0
30336,2,1,37,0
32174,2,1,38,0
47574,2,1,39,1
48026,2,1,40,1
34403,2,1,41,0
47118,2,1,42,0
16643,2,1,43,0
19710,2,1,44,0
6366,2,1,45,0
38239,2,1,46,0
34886,2,1,47,0
16620,2,1,48,0
31115,2,1,49,0
28407,2,1,50,0
22211,2,1,51,0
39537,2,1,52,1
25343,2,1,53,1
883,2,1,54,0
27369,2,1,55,0
46167,2,1,56,0
47100,2,1,57,0
944,2,1,58,0
16484,2,1,59,0
9701,2,1,60,1
22543,2,1,61,0
27581,2,1,62,0
35437,2,1,63,1
5116,2,1,64,0
4539,2,1,65,1
29096,2,1,66,0
7484,2,1,67,0
10011,2,1,68,0
28392,2,1,69,0
25874,2,1,70,0
15162,2,1,71,1
24133,2,1,72,0
47739,2,1,73,0
40082,2,1,74,0
35648,2,1,75,1
43594,2,1,76,0
6260,2,1,77,0
6503,2,1,78,0
7225,2,1,79,1
28030,2,1,80,0
28067,2,1,81,0
16931,2,1,82,0
4897,2,1,83,0
30843,2,1,84,1
182,2,1,85,1
47403,2,1,86,0
22640,2,1,87,1
16958,2,1,88,0
38541,2,1,89,0
45128,2,1,90,0
19312,2,1,91,0
31385,2,1,92,1
29458,2,1,93,0
4521,2,1,94,0
23301,2,1,95,0
45295,2,1,96,0
9077,2,1,97,0
3170,2,1,98,0
15076,2,1,99,0
1871,2,1,100,0
8255,2,1,101,0
2785,2,1,102,0
32503,2,1,103,0
33859,2,1,104,1
40002,2,1,105,1
23582,2,1,106,0
18700,2,1,107,0
7119,2,1,108,0
7033,2,1,109,0
15668,2,1,110,0
3512,2,1,111,0
48816,2,1,112,0
21420,2,1,113,0
45216,2,1,114,1
16028,2,1,115,1
48629,2,1,116,0
5955,2,1,117,0
28624,2,1,118,0
41356,2,1,119,0
19306,2,1,120,0
13833,2,1,121,0
25581,2,1,122,0
36268,2,1,123,0
7905,2,1,124,0
43954,2,1,125,0
25998,2,1,126,0
46555,2,1,127,0
7238,2,1,128,0
13476,2,1,129,0
43788,2,1,130,0
11185,2,1,131,0
31954,2,1,132,0
41417,2,1,133,0
15547,2,1,134,0
48485,2,1,135,0
11439,2,1,136,0
644,2,1,137,0
34119,2,1,138,0
11301,2,1,139,1
40492,2,1,140,0
46579,2,1,141,0
20591,2,1,142,0
19056,2,1,143,1
23612,2,1,144,0
9886,2,1,145,0
40060,2,1,146,0
11306,2,1,147,0
7567,2,1,148,1
31852,2,1,149,0
21756,2,1,150,0
41298,2,1,151,0
26737,2,1,152,0
15437,2,1,153,0
30958,2,1,154,0
26013,2,1,155,0
31663,2,1,156,1
34561,2,1,157,0
41903,2,1,158,1
15589,2,1,159,0
5280,2,1,160,0
30850,2,1,161,0
32390,2,1,162,1
24833,2,1,163,0
45701,2,1,164,0
7819,2,1,165,0
32118,2,1,166,0
7827,2,1,167,0
20116,2,1,168,0
11147,2,1,169,1
45544,2,1,170,0
18320,2,1,171,1
33995,2,1,172,1
25099,2,1,173,0
14886,2,1,174,1
10187,2,1,175,1
29132,2,1,176,0
1596,2,1,177,0
43831,2,1,178,1
12624,2,1,179,0
32425,2,1,180,0
5475,2,1,181,0
582,2,1,182,1
48588,2,1,183,1
24413,2,1,184,0
45874,2,1,185,1
802,2,1,186,1
3494,2,1,187,0
2817,2,1,188,0
29316,2,1,189,0
14443,2,1,190,0
24913,2,1,191,1
36150,2,1,192,0
20844,2,1,193,0
34087,2,1,194,0
44287,2,1,195,0
34684,2,1,196,1
13294,2,1,197,0
11178,2,1,198,0
528,2,1,199,0
40015,2,1,200,0
37551,2,1,201,0
43323,2,1,202,0
31629,2,1,203,0
22221,2,1,204,1
37625,2,1,205,1
41279,2,1,206,0
1119,2,1,207,1
22971,2,1,208,0
9377,2,1,209,0
7623,2,1,210,0
35080,2,1,211,0
6935,2,1,212,0
23323,2,1,213,0
20421,2,1,214,0
39058,2,1,215,0
16584,2,1,216,1
28103,2,1,217,0
38826,2,1,218,0
41120,2,1,219,1
29724,2,1,220,0
29180,2,1,221,1
33229,2,1,222,0
20490,2,1,223,0
5991,2,1,224,0
37426,2,1,225,0
34459,2,1,226,0
22260,2,1,227,1
44477,2,1,228,0
43081,2,1,229,0
37144,2,1,230,0
47257,2,1,231,0
36177,2,1,232,1
17075,2,1,233,1
10429,2,1,234,0
47948,2,1,235,0
18720,2,1,236,0
796,2,1,237,0
44714,2,1,238,1
48735,2,1,239,0
1541,2,1,240,0
37496,2,1,241,1
5229,2,1,242,0
16138,2,1,243,0
7739,2,1,244,0
34647,2,1,245,0
29462,2,1,246,0
45257,2,1,247,0
5279,2,1,248,0
7228,2,1,249,1
20732,2,1,250,0
9867,2,1,251,1
13980,2,1,252,1
47876,2,1,253,0
19083,2,1,254,0
17612,2,1,255,0
38899,2,1,256,0
13649,2,1,257,0
43381,2,1,258,1
16133,2,1,259,0
2304,2,1,260,0
17200,2,1,261,0
44498,2,1,262,0
42399,2,1,263,1
16424,2,1,264,1
42811,2,1,265,0
5343,2,1,266,1
9125,2,1,267,0
34235,2,1,268,0
22563,2,1,269,0
26020,2,1,270,0
35628,2,1,271,1
21631,2,1,272,0
10920,2,1,273,1
6298,2,1,274,0
19839,2,1,275,0
25229,2,1,276,0
7097,2,1,277,0
45676,2,1,278,0
18071,2,1,279,0
38922,2,1,280,0
38480,2,1,281,0
45368,2,1,282,1
37098,2,1,283,1
20043,2,1,284,0
181,2,1,285,1
46541,2,1,286,0
21033,2,1,287,0
7627,2,1,288,0
41202,2,1,289,0
3014,2,1,290,0
38315,2,1,291,0
36342,2,1,292,0
37074,2,1,293,0
12202,2,1,294,0
16631,2,1,295,1
28141,2,1,296,0
43046,2,1,297,1
40909,2,1,298,0
30588,2,1,299,0
23604,2,1,300,0
18977,2,1,301,0
26490,2,1,302,0
24414,2,1,303,0
2724,2,1,304,1
30169,2,1,305,0
19903,2,1,306,0
21672,2,1,307,0
45689,2,1,308,0
17257,2,1,309,0
33801,2,1,310,0
14700,2,1,311,0
6369,2,1,312,0
24499,2,1,313,0
33506,2,1,314,0
17996,2,1,315,0
9606,2,1,316,1
26330,2,1,317,0
32076,2,1,318,0
32444,2,1,319,0
26253,2,1,320,1
11152,2,1,321,1
39448,2,1,322,0
45174,2,1,323,0
2745,2,1,324,0
23060,2,1,325,0
38761,2,1,326,0
43916,2,1,327,1
3531,2,1,328,1
1130,2,1,329,0
9486,2,1,330,0
4626,2,1,331,1
43257,2,1,332,0
46583,2,1,333,1
33037,2,1,334,0
26742,2,1,335,1
29515,2,1,336,0
36355,2,1,337,1
28205,2,1,338,0
30933,2,1,339,1
25846,2,1,340,0
45822,2,1,341,1
36754,2,1,342,0
17639,2,1,343,0
4482,2,1,344,1
42047,2,1,345,1
21735,2,1,346,0
6654,2,1,347,0
13131,2,1,348,0
44031,2,1,349,1
22020,2,1,350,0
37595,2,1,351,1
31391,2,1,352,0
25545,2,1,353,0
21051,2,1,354,0
35513,2,1,355,0
22387,2,1,356,0
22238,2,1,357,0
35455,2,1,358,0
35086,2,1,359,0
46109,2,1,360,0
12299,2,1,361,1
11073,2,1,362,0
2359,2,1,363,1
37100,2,1,364,1
29552,2,1,365,0
45278,2,1,366,1
38598,2,1,367,1
22,2,1,368,0
4518,2,1,369,0
40313,2,1,370,0
20778,2,1,371,0
33020,2,1,372,0
41732,2,1,373,0
19005,2,1,374,1
10825,2,1,375,0
1676,2,1,376,1
37765,2,1,377,0
1367,2,1,378,1
4304,2,1,379,0
9037,2,1,380,0
7945,2,1,381,0
30029,2,1,382,1
2832,2,1,383,0
25001,2,1,384,0
46596,2,1,385,1
35485,2,1,386,1
44631,2,1,387,0
7621,2,1,388,0
32348,2,1,389,0
22509,2,1,390,0
31153,2,1,391,0
21698,2,1,392,0
48700,2,1,393,1
14018,2,1,394,0
12101,2,1,395,0
45222,2,1,396,0
38491,2,1,397,1
1028,2,1,398,0
2066,2,1,399,0
30368,2,1,400,0
16273,2,1,401,0
16651,2,1,402,0
47762,2,1,403,1
26716,2,1,404,0
41616,2,1,405,1
16923,2,1,406,0
116,2,1,407,0
29152,2,1,408,0
2199,2,1,409,1
14942,2,1,410,0
27168,2,1,411,1
33254,2,1,412,0
40458,2,1,413,0
30962,2,1,414,0
44383,2,1,415,0
8857,2,1,416,1
9181,2,1,417,0
43461,2,1,418,0
16143,2,1,419,0
31862,2,1,420,1
27103,2,1,421,1
16760,2,1,422,0
8464,2,1,423,0
27551,2,1,424,0
5617,2,1,425,1
4597,2,1,426,0
14515,2,1,427,0
788,2,1,428,1
36579,2,1,429,1
39963,2,1,430,1
16329,2,1,431,0
39890,2,1,432,0
48292,2,1,433,0
41983,2,1,434,0
22585,2,1,435,1
41561,2,1,436,1
163,2,1,437,0
38187,2,1,438,0
38945,2,1,439,0
43619,2,1,440,0
18093,2,1,441,1
11011,2,1,442,0
29362,2,1,443,0
47386,2,1,444,0
26457,2,1,445,0
30038,2,1,446,0
40483,2,1,447,0
21194,2,1,448,0
15486,2,1,449,0
7207,2,1,450,0
41500,2,1,451,0
33556,2,1,452,0
38487,2,1,453,0
12619,2,1,454,0
17430,2,1,455,1
32548,2,1,456,0
20877,2,1,457,0
2598,2,1,458,0
7822,2,1,459,0
11994,2,1,460,0
12362,2,1,461,0
20879,2,1,462,0
8302,2,1,463,0
16866,2,1,464,0
24169,2,1,465,0
10135,2,1,466,0
32667,2,1,467,0
32203,2,1,468,0
47819,2,1,469,0
35088,2,1,470,0
4329,2,1,471,1
30882,2,1,472,1
46515,2,1,473,1
25643,2,1,474,0
42800,2,1,475,0
9040,2,1,476,0
36661,2,1,477,0
8585,2,1,478,0
28221,2,1,479,0
22028,2,1,480,1
47092,2,1,481,0
22714,2,1,482,0
20780,2,1,483,0
13486,2,1,484,0
26944,2,1,485,0
33742,2,1,486,0
11288,2,1,487,1
576,2,1,488,0
19360,2,1,489,1
26507,2,1,490,0
8906,2,1,491,0
19389,2,1,492,1
15711,2,1,493,0
20046,2,1,494,0
28612,2,1,495,0
383,2,1,496,0
32139,2,1,497,0
5062,2,1,498,0
27307,2,1,499,1
6918,2,1,500,1
31101,2,1,501,0
22969,2,1,502,0
41316,2,1,503,1
16349,2,1,504,1
31911,2,1,505,1
27680,2,1,506,0
24726,2,1,507,0
10847,2,1,508,0
45352,2,1,509,0
32571,2,1,510,0
40115,2,1,511,0
25306,2,1,512,0
42713,2,1,513,0
44718,2,1,514,0
43270,2,1,515,0
12496,2,1,516,0
22985,2,1,517,0
15788,2,1,518,0
43914,2,1,519,1
30982,2,1,520,1
3655,2,1,521,0
11665,2,1,522,1
28530,2,1,523,0
12312,2,1,524,0
30214,2,1,525,0
6419,2,1,526,0
36319,2,1,527,0
28119,2,1,528,0
47872,2,1,529,1
19220,2,1,530,0
34765,2,1,531,0
21608,2,1,532,1
33305,2,1,533,1
32057,2,1,534,0
36650,2,1,535,0
10941,2,1,536,0
41328,2,1,537,0
38611,2,1,538,0
15885,2,1,539,0
11180,2,1,540,0
20703,2,1,541,0
4247,2,1,542,0
3000,2,1,543,0
38833,2,1,544,0
25861,2,1,545,0
31309,2,1,546,0
48669,2,1,547,0
22478,2,1,548,1
18280,2,1,549,0
5402,2,1,550,0
38099,2,1,551,0
1602,2,1,552,0
14330,2,1,553,0
4822,2,1,554,0
32584,2,1,555,1
2909,2,1,556,0
47472,2,1,557,0
185,2,1,558,0
47728,2,1,559,1
2979,2,1,560,0
27919,2,1,561,1
15890,2,1,562,0
48403,2,1,563,0
36312,2,1,564,0
16325,2,1,565,0
10101,2,1,566,1
14426,2,1,567,1
2718,2,1,568,0
33985,2,1,569,0
9212,2,1,570,0
341,2,1,571,0
22065,2,1,572,0
20635,2,1,573,1
46049,2,1,574,0
11391,2,1,575,0
3166,2,1,576,0
29902,2,1,577,0
15973,2,1,578,1
34191,2,1,579,0
3880,2,1,580,0
9545,2,1,581,0
32590,2,1,582,0
26061,2,1,583,1
35266,2,1,584,0
44637,2,1,585,0
