original_index,scenario,reference_model,comparison_role,true_membership,model_loss,model_confidence,attack_score
18463,s1_random_5_percent,baseline_original_model,non_member_test_record,0,4.3083363,0.01345592,0.47324446
25053,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.017674923,0.9824804,0.50463825
27926,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0015683174,0.9984329,0.50489515
33514,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0015010834,0.9985003,0.50206685
4625,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00037002563,0.9996299,0.5020744
35925,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.9835592,0.3739777,0.48574352
46005,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.2090752,0.29847318,0.485636
37726,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.01591158,0.9842144,0.5048262
14274,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.73032737,0.4817513,0.49101865
32954,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.845835,0.42919883,0.49641138
15572,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.15927446,0.8527623,0.50087017
733,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.003774643,0.99623233,0.506161
47703,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0001745224,0.9998259,0.5018263
21619,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.019530296,0.9806592,0.5047658
29250,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.009209633,0.9908325,0.50493795
44081,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.002395153,0.99760765,0.504882
15107,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0020332336,0.99796855,0.50505763
3745,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.011381149,0.98868346,0.50200063
13995,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.18777895,0.8287979,0.5023261
3009,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00019073486,0.9998092,0.5050883
33972,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00081157684,0.99918866,0.5018225
4816,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.08950019,0.91438824,0.5014774
35269,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00015449524,0.9998459,0.5018264
16375,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.48017105,0.61867756,0.49708384
27014,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.2754738,0.2792986,0.49353394
22774,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.08076787,0.92240775,0.5015359
36649,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.10726772,0.89828515,0.50118273
42298,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.9112953,0.40200317,0.49635112
48653,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3758217,0.6867248,0.49840674
35634,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.029798437,0.97064114,0.5018773
19671,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0059768995,0.9940409,0.5061151
48508,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0013723373,0.99862874,0.5018191
26738,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.0455747,0.35148978,0.48445204
28111,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.029149532,0.9712712,0.50563216
1010,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.05205536,0.9492764,0.50422347
28577,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.019156456,0.9810259,0.5017122
42534,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.39316887,0.6749148,0.49944338
22226,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00036525726,0.99963486,0.5020744
29846,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.9079181,0.4033631,0.4873189
3952,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.044082165,0.9568753,0.504217
10033,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.23482084,0.79071254,0.5013456
9555,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.4592793,0.63173884,0.4975935
41115,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.67877835,0.50723624,0.4975303
47278,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.12237668,0.884815,0.5029681
19480,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.80355597,0.447734,0.49669456
439,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.07527152,0.9274916,0.5015727
430,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.5907866,0.5538914,0.49523926
21771,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.29479596,0.7446835,0.5000558
17778,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.6926886,0.50022936,0.49387023
2317,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0014734268,0.9985278,0.502067
40819,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.025534868,0.97478837,0.5016739
34347,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.5606185,0.57085586,0.49832177
9348,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.06508064,0.936992,0.5048833
31230,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00852635,0.9915099,0.5047842
21106,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.68202025,0.50559455,0.4937179
32723,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.037026167,0.9636509,0.5044741
35466,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.09619522,0.90828663,0.5014326
12790,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.10195303,0.90307206,0.5033913
20406,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.12067723,0.88632,0.50299513
41060,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.28127468,0.75482106,0.5004332
1937,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.342746,0.26112762,0.47826678
36742,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.035042524,0.9655644,0.5016167
806,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0836277,0.9197735,0.5035862
44524,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0905792,0.91340196,0.5043519
12316,s1_random_5_percent,baseline_original_model,non_member_test_record,0,7.6293945e-05,0.99992406,0.50509024
35787,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.27153125,0.76221144,0.5005634
29394,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.16096807,0.85131925,0.50288486
7428,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.29549658,0.74416196,0.5000976
13472,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0003466606,0.99965364,0.5049147
24113,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.74614704,0.47419006,0.4926487
6305,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.43350518,0.64823294,0.4992223
28461,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.022762537,0.97749454,0.50169057
17100,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.8957045,0.40831986,0.48757336
20843,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0008006096,0.99919987,0.5050782
24935,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.17388308,0.8403951,0.5009122
29663,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.009078503,0.9909625,0.50177276
783,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.059336662,0.9423895,0.50397366
6241,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.27508965,0.759504,0.500504
38619,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.5652962,0.5681918,0.49566433
7876,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0019669533,0.9980347,0.5018155
46840,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.46277708,0.62953293,0.49737397
43708,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.21929426,0.8030853,0.50166917
29366,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.47834018,0.6198113,0.49626997
25129,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.2280469,0.79608685,0.5005494
31001,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.5258789e-05,0.9999846,0.50182724
16655,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.03981352,0.96096873,0.50540996
33925,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0,1.0,0.50509155
4943,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.6544166,0.19120358,0.47751603
45423,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.008056641,0.9919758,0.50607175
23988,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.2547983,0.7750728,0.5002962
35970,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.050333977,0.95091176,0.50152487
39657,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00059747696,0.9994027,0.50508153
42630,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00029277802,0.9997073,0.50491554
20474,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0036172867,0.9963895,0.5018056
35551,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.05280768,0.94856244,0.50150996
8750,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.1166513,0.8898954,0.5011263
23677,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0020198822,0.9979821,0.5018152
28432,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0053687096,0.99464583,0.50179505
47930,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0034022331,0.99660367,0.5020541
30379,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.004904747,0.9951072,0.5050097
24552,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.016607285,0.98352987,0.50465524
6434,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0071806908,0.99284506,0.5048057
19182,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.046670604,0.95440173,0.50431323
37759,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.28848362,0.74939907,0.50009376
6111,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0015969276,0.9984042,0.5018177
2025,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3549257,0.7012255,0.49917257
5024,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.21441182,0.80701596,0.5005389
47282,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.003270626,0.99673474,0.505037
16001,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0001745224,0.9998257,0.5018263
3713,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.8180618,0.44128615,0.48919076
43030,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.027495861,0.97287875,0.5044816
21884,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0043172836,0.9956918,0.50501955
32589,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0012841225,0.99871683,0.5050701
48155,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0032691956,0.99673605,0.50617146
18584,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.02936101,0.9710659,0.5044519
43683,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.11174798,0.8942697,0.5031376
21974,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.007546425,0.992482,0.501782
27749,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.0752268,0.34122038,0.4871629
44627,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.709276,0.49200025,0.49732608
14285,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00019168854,0.9998082,0.50182617
44233,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00027942657,0.9997203,0.5049157
1645,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00916338,0.9908786,0.50201553
38973,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.053442,0.94796085,0.50171894
25922,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.13172543,0.87658167,0.5011946
10405,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0003361702,0.9996637,0.5050859
33720,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.03298068,0.96755725,0.50185597
298,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.005443156,0.9945716,0.50204045
10721,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0002965927,0.99970305,0.5018255
5592,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.25299215,0.776474,0.50088435
40602,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3230784,0.7239171,0.499506
8451,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.37875235,0.68471515,0.4983456
17615,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.49509642,0.6095121,0.49702212
24401,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.8303477,0.4358977,0.4968376
24821,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.8660147,0.15473911,0.46739295
37129,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7552012,0.46991602,0.49728912
30500,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0016331673,0.9983679,0.50181746
14900,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.09132218,0.9127235,0.5012786
1818,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.040585756,0.9602268,0.501805
42205,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.100679636,0.9042226,0.5041414
10671,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0478158,0.95330924,0.5052431
30531,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.610172,0.19985324,0.4782525
48643,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.34140962,0.7107677,0.49912393
362,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.010746956,0.98931056,0.50200486
28718,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0025992393,0.99740434,0.5050482
47409,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.6475714,0.52331513,0.49458987
4671,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.012799727,0.98728186,0.50471604
46861,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.1340431,0.87455237,0.5010218
21954,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.8369612,0.4330244,0.49679783
42754,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.27610016,0.7587369,0.5004852
11279,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.071106434,0.9313628,0.5039058
40695,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00064086914,0.99935925,0.50207263
24995,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.017695904,0.98245984,0.5046379
16577,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.29003835,0.748235,0.50013417
9735,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.15333164,0.8578452,0.5010499
27048,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.67785394,0.5077054,0.4975365
33115,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.048038244,0.95309734,0.5041539
42269,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.034695864,0.965899,0.50436676
15540,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00016403198,0.99983585,0.5049176
13571,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.152923,0.31571257,0.4865311
46537,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.03569603,0.9649335,0.50161284
28903,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.12875095,0.8791929,0.5012145
6536,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00036239624,0.9996377,0.50508547
21492,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.8858458,0.15170069,0.46698132
9079,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.02855277,0.97185105,0.50564456
36864,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.017352581,0.98279715,0.50480217
11664,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.032341003,0.9681765,0.50556564
47391,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.60625356,0.5453903,0.49498132
20584,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.12256861,0.8846452,0.5012559
15653,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0008330345,0.99916756,0.50182235
10497,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.011785984,0.98828346,0.505994
34615,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.18253624,0.83315444,0.50204754
4750,s1_random_5_percent,baseline_original_model,non_member_test_record,0,8.4877014e-05,0.9999153,0.5018268
39974,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0021739006,0.9978286,0.50505525
23838,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.4322461,0.238772,0.492484
30012,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.6238912,0.5358553,0.4932366
46620,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.41696894,0.65904135,0.49928397
1973,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.1819619,0.30667645,0.49472472
7006,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.019268274,0.9809162,0.5047702
10842,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.33339775,0.71648514,0.4996017
29085,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.61878437,0.5385988,0.4981089
14377,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0010838509,0.9989166,0.5018208
46672,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.4515271,0.63665515,0.49682876
44045,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3223802,0.72442275,0.4997774
48130,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.019227743,0.98095584,0.50477093
6445,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.010169983,0.98988163,0.50475794
32246,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.28437793,0.75248224,0.5001721
33603,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7024525,0.4953689,0.49159953
6817,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.043426752,0.95750266,0.5053346
5045,s1_random_5_percent,baseline_original_model,non_member_test_record,0,3.9328516,0.019587737,0.47575298
2294,s1_random_5_percent,baseline_original_model,non_member_test_record,0,2.0084236,0.13420008,0.48862606
40758,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.43242386,0.64893425,0.49918047
822,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0353086,0.9653075,0.5045027
25546,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.1434016,0.31873298,0.49441844
30127,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.24700081,0.78114,0.50097245
31955,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.34321344,0.70948684,0.4994451
3589,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.023692608,0.97658575,0.5019182
13830,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.14854145,0.8619643,0.5009347
493,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.06658006,0.93558806,0.5016309
8649,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.7974921,0.16571403,0.49003825
26756,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0008049011,0.9991953,0.5020715
42276,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0065501514,0.99347126,0.50178796
21994,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.168035,0.8453242,0.5022397
3485,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0026926994,0.9973108,0.50181115
44814,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.26967573,0.76362705,0.5006182
40564,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0009627342,0.9990378,0.5049048
29426,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0032186508,0.9967866,0.50503784
46979,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0032382011,0.99676704,0.50205517
47434,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.10251212,0.9025673,0.5041032
20795,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.28581178,0.75140405,0.5001625
13836,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.4159243,0.6597302,0.4993279
2000,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.057431936,0.9441862,0.50504273
357,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0,1.0,0.50623965
36361,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.64026654,0.52715194,0.4979798
15283,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.1665545,0.31143817,0.49426335
40833,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0024223328,0.9975806,0.50505114
35414,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0,1.0,0.50182736
42273,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.1802542,0.30720064,0.48541263
28196,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.088752,0.3366363,0.49528486
5240,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.8637366,0.42158383,0.49663693
46324,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.2270222,0.29316425,0.48463336
32974,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.06597209,0.93615687,0.50486475
45307,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.007894516,0.9921366,0.50177985
40715,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.0323331,0.356175,0.4951623
36878,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.012918472,0.98716456,0.5059704
7698,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.21107924,0.80970985,0.5018404
43300,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0054836273,0.9945312,0.5061254
36527,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.22440374,0.7989925,0.5015627
506,s1_random_5_percent,baseline_original_model,non_member_test_record,0,5.340576e-05,0.9999463,0.50491935
45811,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.26563907,0.76671576,0.500231
10238,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.24404085,0.7834556,0.5011534
40630,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.2129041,0.8082336,0.5015239
9038,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.44076604,0.64354324,0.4978888
35850,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.1337955,0.32180953,0.48683602
45787,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3697965,0.69087493,0.499021
24986,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.29179943,0.7469183,0.50015795
34380,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.03918004,0.96157753,0.50443816
4640,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.4796084,0.6190258,0.4989452
16393,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.52115333,0.59383523,0.49660647
32516,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.018978119,0.9812009,0.5019498
38138,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0017933846,0.9982084,0.5020648
29772,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.007813454,0.99221706,0.50496125
9567,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0012454987,0.9987553,0.50490034
13481,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.58898926,0.55488783,0.49813172
1120,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.025283337,0.9750337,0.5019075
26406,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.553929,0.5746875,0.49469462
86,s1_random_5_percent,baseline_original_model,non_member_test_record,0,3.2424927e-05,0.9999676,0.50623894
24707,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.43133456,0.6496415,0.4991877
10503,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.039810658,0.9609715,0.50541
25450,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.41117746,0.66286933,0.49935645
39117,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.006720066,0.9933025,0.5049795
45891,s1_random_5_percent,baseline_original_model,non_member_test_record,0,8.2969666e-05,0.99991727,0.5049189
7021,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.018900633,0.981277,0.5046187
26207,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.038180113,0.9625396,0.50182116
23628,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0,1.0,0.50509155
22934,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.28691292,0.7505771,0.5001551
15124,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0052986145,0.99471563,0.5020414
34908,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.2590239,0.7718046,0.50077194
41023,s1_random_5_percent,baseline_original_model,non_member_test_record,0,2.6047754,0.073919736,0.45209596
26216,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0018553734,0.99814653,0.5048906
32595,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.010395527,0.9896581,0.50491816
5534,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.26289263,0.76882446,0.50024754
47302,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.00063562393,0.9993644,0.50207263
14099,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.5624597,0.20961982,0.4924386
1567,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.79235303,0.45277816,0.49676958
33333,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.06361513,0.93836606,0.50491387
33152,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.005551815,0.99446374,0.50612396
4150,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3373697,0.7136449,0.4995383
30826,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0027213097,0.99728245,0.5020587
40948,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0001335144,0.99986625,0.5018265
6744,s1_random_5_percent,baseline_original_model,non_member_test_record,0,8.678436e-05,0.99991345,0.50509006
41177,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0067219734,0.99330056,0.5060995
4849,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.34333915,0.7093976,0.49908376
7258,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.3232631,0.7237834,0.4997006
23683,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7373832,0.478364,0.49315733
43891,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.12055977,0.8864241,0.50110286
23391,s1_random_5_percent,baseline_original_model,non_member_test_record,0,2.1656199,0.114678845,0.4611802
35249,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.0038805008,0.9961268,0.50205094
1416,s1_random_5_percent,baseline_original_model,non_member_test_record,0,2.7656555e-05,0.99997264,0.5018272
27820,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.84030086,0.43158063,0.4964485
19321,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.85634005,0.42471367,0.49668133
7481,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.7286258,0.48257166,0.49329698
17889,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.17103028,0.842796,0.5009313
38014,s1_random_5_percent,baseline_original_model,non_member_test_record,0,1.4243882,0.24065568,0.4813457
8206,s1_random_5_percent,baseline_original_model,non_member_test_record,0,0.06389308,0.93810517,0.5016489
