original_index,model_type,scenario,subset,true_historical_membership,true_class,model_probability,model_loss,negative_model_loss,true_class_confidence,max_probability,prediction_entropy,negative_entropy,probability_margin,correct_prediction,y_pred,shadow_model_id
5662,shadow_model,shadow_0,shadow_out,0,0,0.07943668,0.08276963,-0.08276963,0.92056334,0.92056334,0.27739137,-0.27739137,0.4205633,1,0,0
39030,shadow_model,shadow_0,shadow_out,0,1,0.99849236,0.0015087661,-0.0015087661,0.99849236,0.99849236,0.011301956,-0.011301956,0.49849236,1,1,0
88,shadow_model,shadow_0,shadow_out,0,0,0.030827632,0.031312943,-0.031312943,0.96917236,0.96917236,0.13760746,-0.13760746,0.46917236,1,0,0
19294,shadow_model,shadow_0,shadow_out,0,1,0.46587995,0.76382744,-0.76382744,0.46587995,0.5341201,0.690817,-0.690817,0.034120053,0,0,0
36415,shadow_model,shadow_0,shadow_out,0,1,0.83213633,0.18375902,-0.18375902,0.83213633,0.83213633,0.45248255,-0.45248255,0.33213633,1,1,0
36048,shadow_model,shadow_0,shadow_out,0,0,0.001398156,0.0013990402,-0.0013990402,0.99860185,0.99860185,0.01058669,-0.01058669,0.49860185,1,0,0
11287,shadow_model,shadow_0,shadow_out,0,0,0.12764466,0.13655853,-0.13655853,0.87235534,0.87235534,0.38188466,-0.38188466,0.37235534,1,0,0
45662,shadow_model,shadow_0,shadow_out,0,0,0.002927343,0.0029315948,-0.0029315948,0.99707264,0.99707264,0.020000197,-0.020000197,0.49707267,1,0,0
5119,shadow_model,shadow_0,shadow_out,0,0,0.030280247,0.030748129,-0.030748129,0.96971977,0.96971977,0.13571498,-0.13571498,0.46971977,1,0,0
25721,shadow_model,shadow_0,shadow_out,0,0,0.73578537,1.3309937,-1.3309937,0.26421463,0.73578537,0.5774193,-0.5774193,0.23578537,0,1,0
45583,shadow_model,shadow_0,shadow_out,0,0,0.034256812,0.034857273,-0.034857273,0.9657432,0.9657432,0.14924127,-0.14924127,0.46574318,1,0,0
23222,shadow_model,shadow_0,shadow_out,0,1,0.7398385,0.3013234,-0.3013234,0.7398385,0.7398385,0.5732258,-0.5732258,0.23983848,1,1,0
18620,shadow_model,shadow_0,shadow_out,0,1,0.771698,0.25916198,-0.25916198,0.771698,0.771698,0.5372165,-0.5372165,0.271698,1,1,0
6237,shadow_model,shadow_0,shadow_out,0,0,0.033113163,0.033673763,-0.033673763,0.9668868,0.9668868,0.14540264,-0.14540264,0.46688685,1,0,0
23850,shadow_model,shadow_0,shadow_out,0,0,0.0011566558,0.0011572838,-0.0011572838,0.9988434,0.9988434,0.008977523,-0.008977523,0.49884334,1,0,0
48124,shadow_model,shadow_0,shadow_out,0,0,0.34411624,0.42177165,-0.42177165,0.6558838,0.6558838,0.643728,-0.643728,0.15588376,1,0,0
21837,shadow_model,shadow_0,shadow_out,0,0,0.0034310755,0.0034370422,-0.0034370422,0.9965689,0.9965689,0.022896135,-0.022896135,0.49656892,1,0,0
7183,shadow_model,shadow_0,shadow_out,0,0,0.0121652465,0.012239933,-0.012239933,0.98783475,0.98783475,0.06572962,-0.06572962,0.48783475,1,0,0
18487,shadow_model,shadow_0,shadow_out,0,1,0.29203916,1.2308674,-1.2308674,0.29203916,0.70796084,0.6039674,-0.6039674,0.20796084,0,0,0
11140,shadow_model,shadow_0,shadow_out,0,0,0.002546019,0.0025491714,-0.0025491714,0.997454,0.997454,0.01775071,-0.01775071,0.497454,1,0,0
1543,shadow_model,shadow_0,shadow_out,0,0,0.015951172,0.016079903,-0.016079903,0.98404884,0.98404884,0.08183277,-0.08183277,0.48404884,1,0,0
22786,shadow_model,shadow_0,shadow_out,0,0,0.023125252,0.02339673,-0.02339673,0.97687477,0.97687477,0.109964654,-0.109964654,0.47687474,1,0,0
32499,shadow_model,shadow_0,shadow_out,0,0,0.0021425018,0.0021448135,-0.0021448135,0.9978575,0.9978575,0.015307539,-0.015307539,0.4978575,1,0,0
14397,shadow_model,shadow_0,shadow_out,0,1,0.76110417,0.272985,-0.272985,0.76110417,0.76110417,0.54980385,-0.54980385,0.26110417,1,1,0
38753,shadow_model,shadow_0,shadow_out,0,0,0.08681737,0.09081936,-0.09081936,0.9131826,0.9131826,0.29511186,-0.29511186,0.41318262,1,0,0
18027,shadow_model,shadow_0,shadow_out,0,0,0.0745961,0.0775249,-0.0775249,0.9254039,0.9254039,0.26536858,-0.26536858,0.4254039,1,0,0
9217,shadow_model,shadow_0,shadow_out,0,0,0.22024266,0.2487725,-0.2487725,0.7797573,0.7797573,0.52721494,-0.52721494,0.27975732,1,0,0
41643,shadow_model,shadow_0,shadow_out,0,0,0.01650151,0.016639233,-0.016639233,0.9834985,0.9834985,0.08409179,-0.08409179,0.48349848,1,0,0
48203,shadow_model,shadow_0,shadow_out,0,0,0.031465545,0.031971216,-0.031971216,0.96853447,0.96853447,0.13980019,-0.13980019,0.46853447,1,0,0
40650,shadow_model,shadow_0,shadow_out,0,0,0.0021543487,0.0021567345,-0.0021567345,0.99784565,0.99784565,0.015380304,-0.015380304,0.49784565,1,0,0
7938,shadow_model,shadow_0,shadow_out,0,0,0.005797995,0.005815029,-0.005815029,0.994202,0.994202,0.035642225,-0.035642225,0.49420202,1,0,0
1139,shadow_model,shadow_0,shadow_out,0,0,0.028589956,0.029006481,-0.029006481,0.97141004,0.97141004,0.12980603,-0.12980603,0.47141004,1,0,0
22236,shadow_model,shadow_0,shadow_out,0,1,0.30204114,1.1971921,-1.1971921,0.30204114,0.6979588,0.6125839,-0.6125839,0.19795886,0,0,0
9699,shadow_model,shadow_0,shadow_out,0,0,0.013089873,0.013176441,-0.013176441,0.9869101,0.9869101,0.06976044,-0.06976044,0.48691013,1,0,0
18218,shadow_model,shadow_0,shadow_out,0,0,0.15354532,0.16669858,-0.16669858,0.8464547,0.8464547,0.42880982,-0.42880982,0.34645468,1,0,0
7167,shadow_model,shadow_0,shadow_out,0,0,0.009427883,0.009472847,-0.009472847,0.9905721,0.9905721,0.053355757,-0.053355757,0.49057212,1,0,0
16824,shadow_model,shadow_0,shadow_out,0,0,0.012580406,0.012660027,-0.012660027,0.9874196,0.9874196,0.06754794,-0.06754794,0.4874196,1,0,0
7028,shadow_model,shadow_0,shadow_out,0,0,0.07598532,0.079027414,-0.079027414,0.9240147,0.9240147,0.26885292,-0.26885292,0.4240147,1,0,0
12945,shadow_model,shadow_0,shadow_out,0,0,0.41293138,0.5326136,-0.5326136,0.5870686,0.5870686,0.6779077,-0.6779077,0.08706862,1,0,0
39306,shadow_model,shadow_0,shadow_out,0,0,0.0054623927,0.0054774284,-0.0054774284,0.9945376,0.9945376,0.033905808,-0.033905808,0.49453762,1,0,0
42481,shadow_model,shadow_0,shadow_out,0,0,0.10927174,0.11571574,-0.11571574,0.89072824,0.89072824,0.34499004,-0.34499004,0.39072827,1,0,0
43913,shadow_model,shadow_0,shadow_out,0,0,0.021016376,0.021240473,-0.021240473,0.97898364,0.97898364,0.10196872,-0.10196872,0.4789836,1,0,0
44962,shadow_model,shadow_0,shadow_out,0,0,0.20379117,0.22789371,-0.22789371,0.79620886,0.79620886,0.5056134,-0.5056134,0.29620883,1,0,0
33530,shadow_model,shadow_0,shadow_out,0,0,0.03346078,0.034033537,-0.034033537,0.9665392,0.9665392,0.14657366,-0.14657366,0.4665392,1,0,0
38873,shadow_model,shadow_0,shadow_out,0,1,0.7881486,0.23806866,-0.23806866,0.7881486,0.7881486,0.5163993,-0.5163993,0.28814858,1,1,0
45678,shadow_model,shadow_0,shadow_out,0,1,0.8337116,0.18186769,-0.18186769,0.8337116,0.8337116,0.44995183,-0.44995183,0.33371162,1,1,0
38982,shadow_model,shadow_0,shadow_out,0,0,0.21259876,0.23901737,-0.23901737,0.78740126,0.78740126,0.5173795,-0.5173795,0.28740126,1,0,0
44771,shadow_model,shadow_0,shadow_out,0,0,0.008448781,0.00848484,-0.00848484,0.9915512,0.9915512,0.048745215,-0.048745215,0.49155122,1,0,0
43832,shadow_model,shadow_0,shadow_out,0,0,0.11515513,0.12234306,-0.12234306,0.8848449,0.8848449,0.35715947,-0.35715947,0.38484487,1,0,0
3354,shadow_model,shadow_0,shadow_out,0,0,0.02344075,0.023719788,-0.023719788,0.9765592,0.9765592,0.11114355,-0.11114355,0.47655925,1,0,0
7868,shadow_model,shadow_0,shadow_out,0,0,0.10033844,0.10573673,-0.10573673,0.89966154,0.89966154,0.325826,-0.325826,0.39966157,1,0,0
43702,shadow_model,shadow_0,shadow_out,0,0,0.012838227,0.012921333,-0.012921333,0.98716176,0.98716176,0.06867017,-0.06867017,0.4871618,1,0,0
2639,shadow_model,shadow_0,shadow_out,0,1,0.32466966,1.1249471,-1.1249471,0.32466966,0.67533034,0.6303394,-0.6303394,0.17533034,0,0,0
35776,shadow_model,shadow_0,shadow_out,0,0,0.38117602,0.47993445,-0.47993445,0.618824,0.618824,0.66463685,-0.66463685,0.118823975,1,0,0
10079,shadow_model,shadow_0,shadow_out,0,0,0.18179525,0.2006427,-0.2006427,0.81820476,0.81820476,0.47410482,-0.47410482,0.31820476,1,0,0
14153,shadow_model,shadow_0,shadow_out,0,0,0.00092355267,0.0009241104,-0.0009241104,0.9990764,0.9990764,0.007376271,-0.007376271,0.49907646,1,0,0
27342,shadow_model,shadow_0,shadow_out,0,0,0.10098469,0.106455326,-0.106455326,0.8990153,0.8990153,0.32724118,-0.32724118,0.3990153,1,0,0
39302,shadow_model,shadow_0,shadow_out,0,0,0.09299512,0.097607374,-0.097607374,0.9070049,0.9070049,0.3094132,-0.3094132,0.4070049,1,0,0
39614,shadow_model,shadow_0,shadow_out,0,0,0.003010073,0.0030145645,-0.0030145645,0.9969899,0.9969899,0.020481413,-0.020481413,0.49698994,1,0,0
24800,shadow_model,shadow_0,shadow_out,0,0,0.011035276,0.0110964775,-0.0110964775,0.98896474,0.98896474,0.060706366,-0.060706366,0.48896474,1,0,0
43039,shadow_model,shadow_0,shadow_out,0,0,0.014568298,0.014675617,-0.014675617,0.98543173,0.98543173,0.07606962,-0.07606962,0.4854317,1,0,0
29739,shadow_model,shadow_0,shadow_out,0,0,0.041607585,0.042497873,-0.042497873,0.95839244,0.95839244,0.17301989,-0.17301989,0.4583924,1,0,0
46779,shadow_model,shadow_0,shadow_out,0,0,0.004023462,0.004031658,-0.004031658,0.99597657,0.99597657,0.026207186,-0.026207186,0.49597654,1,0,0
20134,shadow_model,shadow_0,shadow_out,0,0,0.0045409077,0.0045514107,-0.0045514107,0.9954591,0.9954591,0.029027104,-0.029027104,0.49545908,1,0,0
35760,shadow_model,shadow_0,shadow_out,0,1,0.8239755,0.19361445,-0.19361445,0.8239755,0.8239755,0.46531138,-0.46531138,0.3239755,1,1,0
39337,shadow_model,shadow_0,shadow_out,0,0,0.009026867,0.009068012,-0.009068012,0.9909731,0.9909731,0.05148045,-0.05148045,0.49097314,1,0,0
48392,shadow_model,shadow_0,shadow_out,0,0,0.06374067,0.065862894,-0.065862894,0.9362593,0.9362593,0.2371384,-0.2371384,0.43625933,1,0,0
10085,shadow_model,shadow_0,shadow_out,0,0,0.006003485,0.0060214996,-0.0060214996,0.9939965,0.9939965,0.03669576,-0.03669576,0.4939965,1,0,0
36748,shadow_model,shadow_0,shadow_out,0,1,0.41319683,0.88383126,-0.88383126,0.41319683,0.5868032,0.6780009,-0.6780009,0.08680317,0,0,0
641,shadow_model,shadow_0,shadow_out,0,0,0.0058611166,0.0058784485,-0.0058784485,0.9941389,0.9941389,0.035966605,-0.035966605,0.4941389,1,0,0
26132,shadow_model,shadow_0,shadow_out,0,0,0.0010647571,0.0010652542,-0.0010652542,0.9989352,0.9989352,0.008352482,-0.008352482,0.49893525,1,0,0
44329,shadow_model,shadow_0,shadow_out,0,0,0.015954256,0.016082764,-0.016082764,0.98404574,0.98404574,0.08184549,-0.08184549,0.48404574,1,0,0
36686,shadow_model,shadow_0,shadow_out,0,0,0.20645067,0.23123956,-0.23123956,0.7935493,0.7935493,0.509216,-0.509216,0.29354933,1,0,0
6671,shadow_model,shadow_0,shadow_out,0,0,0.006140004,0.0061588287,-0.0061588287,0.99386,0.99386,0.037391715,-0.037391715,0.49386,1,0,0
28811,shadow_model,shadow_0,shadow_out,0,1,0.010182034,4.5871305,-4.5871305,0.010182034,0.989818,0.05683633,-0.05683633,0.48981798,0,0,0
33476,shadow_model,shadow_0,shadow_out,0,0,0.0021047876,0.0021071434,-0.0021071434,0.99789524,0.99789524,0.015075487,-0.015075487,0.4978952,1,0,0
40208,shadow_model,shadow_0,shadow_out,0,0,0.00238891,0.0023918152,-0.0023918152,0.9976111,0.9976111,0.016807692,-0.016807692,0.49761108,1,0,0
376,shadow_model,shadow_0,shadow_out,0,0,0.8459913,1.8707466,-1.8707466,0.15400869,0.8459913,0.4296,-0.4296,0.3459913,0,1,0
36109,shadow_model,shadow_0,shadow_out,0,0,0.014995274,0.015108585,-0.015108585,0.9850047,0.9850047,0.07786274,-0.07786274,0.48500472,1,0,0
15796,shadow_model,shadow_0,shadow_out,0,0,0.037548527,0.038271666,-0.038271666,0.96245146,0.96245146,0.16007341,-0.16007341,0.46245146,1,0,0
20349,shadow_model,shadow_0,shadow_out,0,0,0.045545246,0.046615124,-0.046615124,0.9544548,0.9544548,0.18518342,-0.18518342,0.45445475,1,0,0
3310,shadow_model,shadow_0,shadow_out,0,0,0.8745814,2.076099,-2.076099,0.1254186,0.8745814,0.37758392,-0.37758392,0.3745814,0,1,0
5345,shadow_model,shadow_0,shadow_out,0,0,0.037644178,0.038371086,-0.038371086,0.96235585,0.96235585,0.16038352,-0.16038352,0.46235582,1,0,0
24928,shadow_model,shadow_0,shadow_out,0,0,0.018605553,0.018780947,-0.018780947,0.98139447,0.98139447,0.09256138,-0.09256138,0.48139444,1,0,0
15559,shadow_model,shadow_0,shadow_out,0,1,0.4652507,0.7651788,-0.7651788,0.4652507,0.53474927,0.6907302,-0.6907302,0.0347493,0,0,0
35037,shadow_model,shadow_0,shadow_out,0,0,0.016263852,0.016397476,-0.016397476,0.98373616,0.98373616,0.08311858,-0.08311858,0.48373616,1,0,0
27881,shadow_model,shadow_0,shadow_out,0,1,0.82165325,0.1964368,-0.1964368,0.82165325,0.82165325,0.46887732,-0.46887732,0.32165325,1,1,0
26754,shadow_model,shadow_0,shadow_out,0,0,0.37797958,0.47478235,-0.47478235,0.6220204,0.6220204,0.6630664,-0.6630664,0.12202042,1,0,0
30390,shadow_model,shadow_0,shadow_out,0,0,0.021657852,0.021895885,-0.021895885,0.9783422,0.9783422,0.10442286,-0.10442286,0.47834215,1,0,0
19581,shadow_model,shadow_0,shadow_out,0,0,0.034591343,0.035203695,-0.035203695,0.9654087,0.9654087,0.15035655,-0.15035655,0.46540865,1,0,0
33302,shadow_model,shadow_0,shadow_out,0,0,0.019200627,0.019387484,-0.019387484,0.9807994,0.9807994,0.094911575,-0.094911575,0.48079938,1,0,0
20503,shadow_model,shadow_0,shadow_out,0,1,0.0346896,3.3613153,-3.3613153,0.0346896,0.9653104,0.15068352,-0.15068352,0.4653104,0,0,0
6542,shadow_model,shadow_0,shadow_out,0,1,0.021704242,3.8302476,-3.8302476,0.021704242,0.97829574,0.10459961,-0.10459961,0.47829574,0,0,0
20978,shadow_model,shadow_0,shadow_out,0,0,0.0020174177,0.0020194054,-0.0020194054,0.99798256,0.99798256,0.014535369,-0.014535369,0.4979826,1,0,0
29468,shadow_model,shadow_0,shadow_out,0,1,0.1824431,1.7013168,-1.7013168,0.1824431,0.8175569,0.47507793,-0.47507793,0.31755692,0,0,0
39,shadow_model,shadow_0,shadow_out,0,0,0.008073382,0.008106232,-0.008106232,0.9919266,0.9919266,0.046947815,-0.046947815,0.4919266,1,0,0
18223,shadow_model,shadow_0,shadow_out,0,0,0.0122306645,0.012306213,-0.012306213,0.98776937,0.98776937,0.06601705,-0.06601705,0.48776934,1,0,0
23414,shadow_model,shadow_0,shadow_out,0,0,0.0016582152,0.0016593933,-0.0016593933,0.9983418,0.9983418,0.012272742,-0.012272742,0.4983418,1,0,0
333,shadow_model,shadow_0,shadow_out,0,0,0.038664334,0.039431572,-0.039431572,0.96133566,0.96133566,0.16367584,-0.16367584,0.46133566,1,0,0
44426,shadow_model,shadow_0,shadow_out,0,0,0.03393324,0.034522295,-0.034522295,0.9660668,0.9660668,0.14815924,-0.14815924,0.46606675,1,0,0
4434,shadow_model,shadow_0,shadow_out,0,0,0.0104299905,0.010484695,-0.010484695,0.98957,0.98957,0.05796817,-0.05796817,0.48957002,1,0,0
5873,shadow_model,shadow_0,shadow_out,0,0,0.011378995,0.011444092,-0.011444092,0.988621,0.988621,0.06224624,-0.06224624,0.488621,1,0,0
47870,shadow_model,shadow_0,shadow_out,0,0,0.19431043,0.2160567,-0.2160567,0.8056896,0.8056896,0.4924131,-0.4924131,0.30568957,1,0,0
22338,shadow_model,shadow_0,shadow_out,0,0,0.013279491,0.013368607,-0.013368607,0.9867205,0.9867205,0.07057871,-0.07057871,0.4867205,1,0,0
21261,shadow_model,shadow_0,shadow_out,0,0,0.0049745976,0.00498724,-0.00498724,0.9950254,0.9950254,0.031344548,-0.031344548,0.4950254,1,0,0
35068,shadow_model,shadow_0,shadow_out,0,0,0.039649177,0.040456533,-0.040456533,0.9603508,0.9603508,0.1668276,-0.1668276,0.4603508,1,0,0
2208,shadow_model,shadow_0,shadow_out,0,0,0.53428686,0.7641854,-0.7641854,0.46571314,0.53428686,0.69079417,-0.69079417,0.034286857,0,1,0
42686,shadow_model,shadow_0,shadow_out,0,1,0.8834849,0.12388105,-0.12388105,0.8834849,0.8834849,0.3599236,-0.3599236,0.3834849,1,1,0
47196,shadow_model,shadow_0,shadow_out,0,0,0.0031178142,0.0031228065,-0.0031228065,0.9968822,0.9968822,0.021104665,-0.021104665,0.4968822,1,0,0
6098,shadow_model,shadow_0,shadow_out,0,1,0.28359303,1.260215,-1.260215,0.28359303,0.71640694,0.59631485,-0.59631485,0.21640697,0,0,0
2899,shadow_model,shadow_0,shadow_out,0,0,0.16079544,0.17530084,-0.17530084,0.83920455,0.83920455,0.44098654,-0.44098654,0.33920455,1,0,0
1174,shadow_model,shadow_0,shadow_out,0,0,0.007508847,0.007537365,-0.007537365,0.9924911,0.9924911,0.04421144,-0.04421144,0.49249116,1,0,0
37256,shadow_model,shadow_0,shadow_out,0,0,0.33761647,0.41191047,-0.41191047,0.66238356,0.66238356,0.63944185,-0.63944185,0.16238353,1,0,0
10108,shadow_model,shadow_0,shadow_out,0,0,0.11635612,0.123701096,-0.123701096,0.88364387,0.88364387,0.35960138,-0.35960138,0.38364387,1,0,0
22056,shadow_model,shadow_0,shadow_out,0,0,0.024970228,0.02528739,-0.02528739,0.97502977,0.97502977,0.11679777,-0.11679777,0.47502977,1,0,0
1616,shadow_model,shadow_0,shadow_out,0,0,0.22725253,0.25780296,-0.25780296,0.77274746,0.77274746,0.53593516,-0.53593516,0.27274746,1,0,0
18722,shadow_model,shadow_0,shadow_out,0,0,0.043435264,0.04440689,-0.04440689,0.9565647,0.9565647,0.17871201,-0.17871201,0.45656472,1,0,0
48602,shadow_model,shadow_0,shadow_out,0,0,0.40371668,0.51703936,-0.51703936,0.5962833,0.5962833,0.6744899,-0.6744899,0.09628332,1,0,0
22222,shadow_model,shadow_0,shadow_out,0,1,0.10171709,2.28556,-2.28556,0.10171709,0.8982829,0.32883954,-0.32883954,0.39828292,0,0,0
19390,shadow_model,shadow_0,shadow_out,0,0,0.0042566783,0.004265785,-0.004265785,0.99574333,0.99574333,0.027485933,-0.027485933,0.49574333,1,0,0
42964,shadow_model,shadow_0,shadow_out,0,1,0.7331525,0.3104015,-0.3104015,0.7331525,0.7331525,0.58009803,-0.58009803,0.23315251,1,1,0
29573,shadow_model,shadow_0,shadow_out,0,1,0.8306179,0.18558538,-0.18558538,0.8306179,0.8306179,0.4549051,-0.4549051,0.3306179,1,1,0
32811,shadow_model,shadow_0,shadow_out,0,0,0.016713915,0.01685524,-0.01685524,0.9832861,0.9832861,0.08495867,-0.08495867,0.48328608,1,0,0
30926,shadow_model,shadow_0,shadow_out,0,0,0.114509754,0.12161374,-0.12161374,0.88549024,0.88549024,0.3558414,-0.3558414,0.38549024,1,0,0
44926,shadow_model,shadow_0,shadow_out,0,1,0.8624223,0.14801027,-0.14801027,0.8624223,0.8624223,0.40054184,-0.40054184,0.3624223,1,1,0
42675,shadow_model,shadow_0,shadow_out,0,0,0.028352076,0.028761625,-0.028761625,0.9716479,0.9716479,0.12896632,-0.12896632,0.47164792,1,0,0
45241,shadow_model,shadow_0,shadow_out,0,0,0.18353225,0.20276797,-0.20276797,0.81646776,0.81646776,0.47670752,-0.47670752,0.31646776,1,0,0
4655,shadow_model,shadow_0,shadow_out,0,0,0.027500324,0.027885437,-0.027885437,0.97249967,0.97249967,0.12594268,-0.12594268,0.47249967,1,0,0
7981,shadow_model,shadow_0,shadow_out,0,0,0.008316537,0.008351326,-0.008351326,0.9916835,0.9916835,0.048113972,-0.048113972,0.49168345,1,0,0
853,shadow_model,shadow_0,shadow_out,0,0,0.14164373,0.15273607,-0.15273607,0.85835624,0.85835624,0.40793616,-0.40793616,0.35835627,1,0,0
20806,shadow_model,shadow_0,shadow_out,0,0,0.016500706,0.016638279,-0.016638279,0.9834993,0.9834993,0.08408853,-0.08408853,0.4834993,1,0,0
21594,shadow_model,shadow_0,shadow_out,0,0,0.0056843674,0.005700588,-0.005700588,0.9943156,0.9943156,0.03505657,-0.03505657,0.49431562,1,0,0
18575,shadow_model,shadow_0,shadow_out,0,0,0.040591486,0.04143834,-0.04143834,0.9594085,0.9594085,0.16981938,-0.16981938,0.45940852,1,0,0
209,shadow_model,shadow_0,shadow_out,0,1,0.5050666,0.68306506,-0.68306506,0.5050666,0.5050666,0.6930958,-0.6930958,0.0050665736,1,1,0
11435,shadow_model,shadow_0,shadow_out,0,0,0.6170047,0.95973265,-0.95973265,0.3829953,0.6170047,0.6655115,-0.6655115,0.11700469,0,1,0
14145,shadow_model,shadow_0,shadow_out,0,0,0.2674544,0.3112297,-0.3112297,0.7325456,0.7325456,0.5807105,-0.5807105,0.23254561,1,0,0
22223,shadow_model,shadow_0,shadow_out,0,0,0.0037620827,0.0037693977,-0.0037693977,0.99623793,0.99623793,0.024757871,-0.024757871,0.4962379,1,0,0
16015,shadow_model,shadow_0,shadow_out,0,0,0.20138708,0.2248789,-0.2248789,0.79861295,0.79861295,0.50231934,-0.50231934,0.29861292,1,0,0
39664,shadow_model,shadow_0,shadow_out,0,0,0.016811155,0.016953945,-0.016953945,0.98318887,0.98318887,0.085354574,-0.085354574,0.48318884,1,0,0
4983,shadow_model,shadow_0,shadow_out,0,0,0.0104116155,0.010466099,-0.010466099,0.9895884,0.9895884,0.057884518,-0.057884518,0.48958838,1,0,0
29634,shadow_model,shadow_0,shadow_out,0,1,0.4313116,0.8409244,-0.8409244,0.4313116,0.5686884,0.683681,-0.683681,0.06868839,0,0,0
7337,shadow_model,shadow_0,shadow_out,0,0,0.049040146,0.050283432,-0.050283432,0.95095986,0.95095986,0.19567925,-0.19567925,0.45095986,1,0,0
10475,shadow_model,shadow_0,shadow_out,0,0,0.7197234,1.2719781,-1.2719781,0.2802766,0.7197234,0.5932144,-0.5932144,0.2197234,0,1,0
6156,shadow_model,shadow_0,shadow_out,0,0,0.013151666,0.013238907,-0.013238907,0.98684835,0.98684835,0.07002737,-0.07002737,0.48684832,1,0,0
20836,shadow_model,shadow_0,shadow_out,0,1,0.34749007,1.0570192,-1.0570192,0.34749007,0.6525099,0.64587903,-0.64587903,0.15250993,0,0,0
27142,shadow_model,shadow_0,shadow_out,0,0,0.010696618,0.010754108,-0.010754108,0.9893034,0.9893034,0.059178583,-0.059178583,0.48930338,1,0,0
8049,shadow_model,shadow_0,shadow_out,0,1,0.86621606,0.14362088,-0.14362088,0.86621606,0.86621606,0.39351702,-0.39351702,0.36621606,1,1,0
18219,shadow_model,shadow_0,shadow_out,0,1,0.7040991,0.35083613,-0.35083613,0.7040991,0.7040991,0.607351,-0.607351,0.20409912,1,1,0
27934,shadow_model,shadow_0,shadow_out,0,0,0.053489882,0.054973602,-0.054973602,0.94651014,0.94651014,0.20866549,-0.20866549,0.4465101,1,0,0
8234,shadow_model,shadow_0,shadow_out,0,0,0.013563877,0.013656616,-0.013656616,0.9864361,0.9864361,0.07180081,-0.07180081,0.48643613,1,0,0
6293,shadow_model,shadow_0,shadow_out,0,0,0.055038102,0.056610584,-0.056610584,0.9449619,0.9449619,0.21309052,-0.21309052,0.4449619,1,0,0
4353,shadow_model,shadow_0,shadow_out,0,0,0.16512924,0.18047833,-0.18047833,0.83487076,0.83487076,0.4480783,-0.4480783,0.33487076,1,0,0
40629,shadow_model,shadow_0,shadow_out,0,1,0.2273847,1.481112,-1.481112,0.2273847,0.7726153,0.5360969,-0.5360969,0.2726153,0,0,0
12837,shadow_model,shadow_0,shadow_out,0,0,0.0024787218,0.0024819374,-0.0024819374,0.9975213,0.9975213,0.017348005,-0.017348005,0.49752128,1,0,0
15359,shadow_model,shadow_0,shadow_out,0,0,0.031154027,0.03164959,-0.03164959,0.96884596,0.96884596,0.13873109,-0.13873109,0.46884596,1,0,0
7568,shadow_model,shadow_0,shadow_out,0,0,0.7320416,1.3169233,-1.3169233,0.2679584,0.7320416,0.58121765,-0.58121765,0.2320416,0,1,0
23446,shadow_model,shadow_0,shadow_out,0,0,0.0019393724,0.0019412041,-0.0019412041,0.99806064,0.99806064,0.014049614,-0.014049614,0.4980606,1,0,0
10169,shadow_model,shadow_0,shadow_out,0,0,0.2935226,0.34746403,-0.34746403,0.7064774,0.7064774,0.6052757,-0.6052757,0.2064774,1,0,0
24598,shadow_model,shadow_0,shadow_out,0,0,0.003195062,0.0032000542,-0.0032000542,0.99680495,0.99680495,0.02154924,-0.02154924,0.49680495,1,0,0
48321,shadow_model,shadow_0,shadow_out,0,0,0.6774856,1.1316074,-1.1316074,0.3225144,0.6774856,0.62875026,-0.62875026,0.17748559,0,1,0
8487,shadow_model,shadow_0,shadow_out,0,0,0.12260402,0.13079691,-0.13079691,0.877396,0.877396,0.3720814,-0.3720814,0.377396,1,0,0
48166,shadow_model,shadow_0,shadow_out,0,0,0.010222115,0.010274887,-0.010274887,0.98977786,0.98977786,0.057019725,-0.057019725,0.4897779,1,0,0
16237,shadow_model,shadow_0,shadow_out,0,1,0.8251073,0.19224189,-0.19224189,0.8251073,0.8251073,0.46356004,-0.46356004,0.32510728,1,1,0
6955,shadow_model,shadow_0,shadow_out,0,1,0.40692762,0.89911985,-0.89911985,0.40692762,0.5930724,0.67572075,-0.67572075,0.093072385,0,0,0
40252,shadow_model,shadow_0,shadow_out,0,0,0.35511237,0.43867916,-0.43867916,0.6448876,0.6448876,0.65055406,-0.65055406,0.14488763,1,0,0
2543,shadow_model,shadow_0,shadow_out,0,1,0.45786145,0.7811886,-0.7811886,0.45786145,0.5421386,0.68959165,-0.68959165,0.042138547,0,0,0
20849,shadow_model,shadow_0,shadow_out,0,0,0.39655197,0.50509536,-0.50509536,0.60344803,0.60344803,0.6715888,-0.6715888,0.10344803,1,0,0
44261,shadow_model,shadow_0,shadow_out,0,1,0.7326222,0.3111251,-0.3111251,0.7326222,0.7326222,0.5806333,-0.5806333,0.2326222,1,1,0
17531,shadow_model,shadow_0,shadow_out,0,1,0.88053495,0.12722567,-0.12722567,0.88053495,0.88053495,0.36585778,-0.36585778,0.38053495,1,1,0
25982,shadow_model,shadow_0,shadow_out,0,0,0.53429234,0.7641971,-0.7641971,0.46570766,0.53429234,0.6907934,-0.6907934,0.03429234,0,1,0
24337,shadow_model,shadow_0,shadow_out,0,0,0.04871326,0.04993987,-0.04993987,0.95128673,0.95128673,0.19470894,-0.19470894,0.45128673,1,0,0
