train_index,audition_id,callback,shard,slice,actor_role_key
1046,AU001047,0,4,2,A001|RL0430
21566,AU021567,0,1,5,A033|RL0898
20407,AU020408,0,3,3,A031|RL0346
24647,AU024648,0,3,3,A039|RL0100
46921,AU046922,0,4,4,A078|RL1134
48843,AU048844,1,3,3,A081|RL0563
19252,AU019253,0,2,3,A029|RL1065
20032,AU020033,1,2,3,A031|RL0746
53960,AU053961,0,1,1,A090|RL0899
22729,AU022730,0,5,5,A035|RL0371
58639,AU058640,1,2,3,A098|RL1137
35573,AU035574,1,5,4,A058|RL0966
896,AU000897,0,2,2,A001|RL0355
53458,AU053459,0,5,2,A090|RL0601
10096,AU010097,0,2,4,A014|RL1193
52290,AU052291,1,1,1,A087|RL0468
24688,AU024689,0,4,1,A039|RL1084
49194,AU049195,0,2,2,A082|RL0079
10289,AU010290,0,3,3,A014|RL1194
20283,AU020284,1,2,1,A031|RL0895
47450,AU047451,0,3,5,A079|RL0222
43841,AU043842,0,5,1,A073|RL1129
58692,AU058693,0,2,1,A098|RL0059
43236,AU043237,0,2,1,A072|RL0217
44092,AU044093,0,4,3,A073|RL0103
15197,AU015198,0,1,1,A022|RL1182
51229,AU051230,0,1,4,A086|RL0362
9518,AU009519,0,3,4,A013|RL1191
27934,AU027935,0,4,3,A045|RL0721
4532,AU004533,0,3,5,A004|RL0105
58188,AU058189,0,2,1,A097|RL0013
52403,AU052404,1,1,2,A088|RL0147
14239,AU014240,0,5,4,A021|RL1184
17391,AU017392,1,5,1,A026|RL0822
18191,AU018192,0,4,5,A027|RL0515
37854,AU037855,1,2,3,A062|RL0079
32857,AU032858,0,2,1,A053|RL0417
10260,AU010261,0,1,1,A014|RL1189
41193,AU041194,1,1,4,A068|RL0917
48591,AU048592,1,3,5,A081|RL0390
5250,AU005251,1,1,3,A005|RL0180
26015,AU026016,1,2,2,A041|RL0968
33861,AU033862,0,3,3,A055|RL0774
7999,AU008000,1,3,2,A010|RL0346
52687,AU052688,1,5,1,A088|RL1088
33411,AU033412,0,5,3,A054|RL0081
12842,AU012843,1,5,4,A018|RL1179
56040,AU056041,1,5,2,A094|RL1061
27162,AU027163,1,3,4,A043|RL0057
15107,AU015108,0,1,4,A022|RL1188
10008,AU010009,0,3,2,A014|RL1177
13041,AU013042,1,4,2,A019|RL1186
43277,AU043278,0,4,2,A072|RL0026
46016,AU046017,1,4,4,A076|RL0755
35995,AU035996,0,5,1,A059|RL0987
39680,AU039681,1,3,5,A065|RL0729
43829,AU043830,1,2,5,A073|RL0841
31326,AU031327,1,3,2,A051|RL0337
59124,AU059125,0,5,1,A099|RL0727
27804,AU027805,1,1,5,A044|RL0658
9589,AU009590,0,5,5,A013|RL1190
1459,AU001460,0,5,4,A001|RL0918
37364,AU037365,0,1,5,A061|RL0752
11454,AU011455,1,2,5,A016|RL1183
42530,AU042531,1,3,2,A070|RL1089
2243,AU002244,1,3,3,A001|RL0934
20706,AU020707,0,4,2,A032|RL0940
18177,AU018178,0,5,2,A027|RL0179
28985,AU028986,0,2,3,A046|RL0563
13352,AU013353,0,1,3,A019|RL1185
47090,AU047091,0,5,4,A078|RL0490
23558,AU023559,1,1,2,A037|RL0053
35933,AU035934,0,2,2,A059|RL0674
6655,AU006656,1,5,1,A008|RL0054
4596,AU004597,1,3,2,A004|RL0466
22544,AU022545,0,3,1,A035|RL0631
25485,AU025486,0,1,1,A040|RL0705
14284,AU014285,1,2,4,A021|RL1181
32587,AU032588,0,4,5,A053|RL0987
53771,AU053772,0,4,5,A090|RL1063
5681,AU005682,1,1,4,A006|RL0417
46019,AU046020,0,3,1,A076|RL0827
6702,AU006703,1,4,5,A008|RL0007
56897,AU056898,0,5,5,A095|RL0179
13354,AU013355,0,1,1,A019|RL1187
20132,AU020133,0,5,4,A031|RL0796
11984,AU011985,0,2,4,A017|RL1185
35717,AU035718,0,5,3,A058|RL0897
27861,AU027862,1,3,3,A044|RL0851
19352,AU019353,1,1,5,A029|RL1115
54221,AU054222,0,2,1,A091|RL0605
34088,AU034089,0,1,3,A055|RL0347
2922,AU002923,0,1,1,A001|RL0756
41684,AU041685,1,3,2,A069|RL0268
30536,AU030537,1,3,5,A049|RL0416
41642,AU041643,1,5,4,A069|RL0435
23291,AU023292,1,4,1,A036|RL0227
59286,AU059287,0,3,1,A099|RL1090
49308,AU049309,0,1,5,A082|RL0465
53738,AU053739,0,1,4,A090|RL0271
16086,AU016087,0,4,5,A024|RL1183
7472,AU007473,0,1,3,A009|RL0155
26734,AU026735,0,4,4,A042|RL1067
40490,AU040491,1,5,5,A067|RL0003
15807,AU015808,0,1,1,A023|RL1192
20076,AU020077,0,1,3,A031|RL0627
47127,AU047128,1,3,2,A078|RL0203
9966,AU009967,0,3,2,A014|RL1183
56708,AU056709,0,1,1,A095|RL0343
607,AU000608,0,2,4,A001|RL0469
7381,AU007382,0,2,1,A009|RL0321
12902,AU012903,1,4,2,A018|RL1191
41536,AU041537,1,4,4,A069|RL0241
16339,AU016340,0,1,2,A024|RL1196
21353,AU021354,0,2,3,A033|RL0486
40300,AU040301,1,2,5,A066|RL0826
41501,AU041502,1,3,2,A068|RL0084
22183,AU022184,0,4,4,A034|RL0899
59962,AU059963,0,5,5,A100|RL0564
25845,AU025846,0,1,4,A041|RL0413
47803,AU047804,0,1,1,A080|RL0961
48865,AU048866,0,3,2,A081|RL1091
11689,AU011690,0,3,1,A016|RL1178
1597,AU001598,1,1,3,A001|RL0705
41253,AU041254,1,1,2,A068|RL0007
21236,AU021237,0,3,5,A033|RL0028
14474,AU014475,0,4,5,A021|RL1179
18721,AU018722,1,1,4,A028|RL0778
6582,AU006583,0,3,2,A008|RL0652
34193,AU034194,1,2,3,A056|RL0985
52925,AU052926,1,4,3,A089|RL0242
16640,AU016641,0,2,2,A025|RL1185
29070,AU029071,1,2,3,A047|RL0721
4491,AU004492,1,4,3,A004|RL0296
791,AU000792,0,2,5,A001|RL0185
25602,AU025603,0,5,1,A040|RL1163
58166,AU058167,0,2,5,A097|RL0660
28157,AU028158,0,5,3,A045|RL0198
59575,AU059576,1,4,1,A100|RL0676
84,AU000085,0,3,4,A001|RL0842
34364,AU034365,0,4,1,A056|RL0389
12015,AU012016,0,3,5,A017|RL1192
33517,AU033518,0,2,1,A054|RL0275
40046,AU040047,0,4,5,A066|RL0605
59474,AU059475,1,4,1,A100|RL0602
50789,AU050790,1,1,5,A085|RL1060
8523,AU008524,1,3,4,A011|RL1180
12746,AU012747,1,1,5,A018|RL1179
15328,AU015329,0,2,5,A023|RL1193
53276,AU053277,0,3,5,A089|RL0441
32533,AU032534,0,3,3,A053|RL0866
24457,AU024458,1,2,1,A038|RL0947
36596,AU036597,1,5,1,A060|RL0628
761,AU000762,0,4,5,A001|RL0640
39904,AU039905,0,4,5,A066|RL0722
47961,AU047962,0,1,4,A080|RL0053
27111,AU027112,0,5,4,A043|RL0008
6256,AU006257,1,5,2,A007|RL0585
33579,AU033580,0,2,2,A054|RL0588
50772,AU050773,1,1,3,A085|RL0652
51912,AU051913,0,5,4,A087|RL0796
36913,AU036914,1,2,2,A060|RL0011
21299,AU021300,0,5,3,A033|RL0365
29742,AU029743,0,1,5,A048|RL0867
7297,AU007298,0,2,1,A009|RL0655
1130,AU001131,0,4,4,A001|RL0096
21574,AU021575,0,3,3,A033|RL1090
3657,AU003658,0,5,3,A003|RL0962
3089,AU003090,1,4,4,A002|RL0962
35931,AU035932,0,1,1,A059|RL0626
23253,AU023254,1,1,2,A036|RL0490
59937,AU059938,0,2,1,A100|RL1139
8615,AU008616,0,1,3,A011|RL1200
40860,AU040861,0,5,4,A067|RL0658
43122,AU043123,0,3,3,A071|RL0514
33990,AU033991,1,3,2,A055|RL0345
3733,AU003734,0,5,1,A003|RL0436
29951,AU029952,1,2,3,A048|RL0008
57381,AU057382,0,4,1,A096|RL0920
40036,AU040037,0,4,2,A066|RL0365
26487,AU026488,0,1,3,A042|RL1014
17588,AU017589,1,2,2,A026|RL0850
14110,AU014111,1,2,1,A020|RL1199
577,AU000578,0,1,3,A001|RL0924
50554,AU050555,1,2,1,A084|RL0803
34696,AU034697,0,2,5,A056|RL0132
10654,AU010655,0,3,1,A015|RL1199
53160,AU053161,0,3,1,A089|RL0007
56901,AU056902,0,3,5,A095|RL0275
5534,AU005535,1,1,1,A006|RL0414
59510,AU059511,1,2,3,A100|RL0291
26936,AU026937,0,4,5,A043|RL0508
50132,AU050133,0,4,1,A084|RL0075
23348,AU023349,1,5,2,A036|RL0420
15785,AU015786,0,2,3,A023|RL1194
46200,AU046201,0,5,5,A077|RL0963
39831,AU039832,1,3,4,A066|RL0145
20767,AU020768,0,4,3,A032|RL0054
28798,AU028799,0,4,3,A046|RL0775
52276,AU052277,0,5,3,A087|RL0132
56105,AU056106,0,3,5,A094|RL0271
59527,AU059528,1,4,5,A100|RL0699
40144,AU040145,1,5,2,A066|RL0607
58956,AU058957,0,2,1,A099|RL0220
13040,AU013041,0,4,1,A019|RL1185
7150,AU007151,0,4,3,A009|RL0652
20954,AU020955,1,2,3,A032|RL1017
20892,AU020893,1,1,4,A032|RL0704
39076,AU039077,0,1,5,A064|RL1016
5279,AU005280,0,5,5,A006|RL0169
56184,AU056185,0,1,5,A094|RL0992
45162,AU045163,0,5,3,A075|RL0917
42297,AU042298,1,4,4,A070|RL0197
48146,AU048147,0,1,4,A080|RL0968
18038,AU018039,1,4,4,A027|RL0368
58356,AU058357,0,4,4,A098|RL0220
21544,AU021545,0,1,1,A033|RL0370
58019,AU058020,1,3,1,A097|RL0657
36505,AU036506,1,1,5,A060|RL0794
31852,AU031853,0,2,2,A051|RL0036
56899,AU056900,0,4,3,A095|RL0227
3577,AU003578,1,4,2,A003|RL0217
1035,AU001036,1,2,1,A001|RL0166
53257,AU053258,0,2,5,A089|RL1160
35121,AU035122,0,1,4,A057|RL0225
50481,AU050482,0,3,3,A084|RL0226
50593,AU050594,0,4,5,A084|RL0564
23076,AU023077,1,5,4,A036|RL0942
36386,AU036387,0,4,4,A059|RL0971
30450,AU030451,1,3,4,A049|RL0702
3821,AU003822,0,4,2,A003|RL0198
57868,AU057869,1,3,3,A097|RL0558
23453,AU023454,1,2,3,A037|RL1058
31777,AU031778,1,5,1,A051|RL0586
6902,AU006903,1,2,2,A008|RL0107
24335,AU024336,0,4,2,A038|RL0369
24583,AU024584,0,2,3,A039|RL0914
14202,AU014203,1,5,5,A021|RL1195
9744,AU009745,1,1,1,A013|RL1177
33105,AU033106,0,1,3,A054|RL0962
44325,AU044326,1,3,4,A073|RL0995
28499,AU028500,1,5,2,A046|RL0649
51278,AU051279,0,1,2,A086|RL0363
2490,AU002491,0,1,4,A001|RL0963
30519,AU030520,1,5,3,A049|RL0008
25753,AU025754,0,4,5,A041|RL0555
29272,AU029273,0,5,2,A047|RL0869
16837,AU016838,1,4,1,A025|RL1190
17802,AU017803,1,2,5,A027|RL0579
26426,AU026427,0,5,1,A042|RL0725
21275,AU021276,0,1,2,A033|RL0964
56034,AU056035,1,3,1,A094|RL0917
27585,AU027586,0,5,2,A044|RL0102
12725,AU012726,1,5,1,A018|RL1182
50107,AU050108,0,5,2,A084|RL0650
32943,AU032944,0,5,1,A053|RL0131
6981,AU006982,0,3,4,A009|RL0121
48209,AU048210,1,1,5,A080|RL0130
1219,AU001220,0,3,3,A001|RL1033
38004,AU038005,1,1,4,A062|RL0154
7502,AU007503,1,4,1,A009|RL0875
13922,AU013923,0,5,3,A020|RL1179
40531,AU040532,0,1,2,A067|RL0987
2063,AU002064,0,2,2,A001|RL0139
56418,AU056419,1,4,3,A095|RL0433
18441,AU018442,0,2,5,A028|RL1108
33818,AU033819,0,3,4,A055|RL0917
55021,AU055022,0,5,5,A092|RL0705
6989,AU006990,0,3,4,A009|RL0313
4469,AU004470,0,4,4,A004|RL0943
14328,AU014329,0,3,3,A021|RL1177
53172,AU053173,1,4,2,A089|RL0295
12292,AU012293,0,4,3,A017|RL1181
17917,AU017918,1,1,4,A027|RL0989
56356,AU056357,0,2,4,A094|RL0420
42179,AU042180,1,4,4,A070|RL0890
25242,AU025243,0,4,3,A040|RL0748
3924,AU003925,0,1,1,A003|RL0320
17975,AU017976,0,1,3,A027|RL0031
5310,AU005311,0,1,4,A006|RL0913
51129,AU051130,1,2,5,A085|RL0995
23501,AU023502,0,5,5,A037|RL1035
39395,AU039396,1,2,4,A065|RL0939
10258,AU010259,1,4,3,A014|RL1187
52779,AU052780,0,4,1,A088|RL0946
4621,AU004622,0,1,5,A004|RL1066
48502,AU048503,0,5,2,A081|RL0604
42381,AU042382,0,4,3,A070|RL1038
21705,AU021706,0,5,3,A034|RL0002
36164,AU036165,1,1,2,A059|RL0343
14250,AU014251,1,5,2,A021|RL1195
49098,AU049099,0,2,4,A082|RL0125
7602,AU007603,0,5,5,A010|RL0218
1038,AU001039,0,5,3,A001|RL0238
19830,AU019831,0,2,2,A030|RL0130
5508,AU005509,0,1,2,A006|RL0965
40970,AU040971,0,3,3,A068|RL0265
11069,AU011070,0,4,1,A015|RL1182
4573,AU004574,0,3,2,A004|RL1089
28537,AU028538,1,1,3,A046|RL0386
26342,AU026343,1,3,3,A042|RL1059
41601,AU041602,0,3,3,A069|RL0626
7749,AU007750,0,2,4,A010|RL0221
37094,AU037095,1,1,2,A061|RL0147
27917,AU027918,0,2,1,A045|RL0313
25842,AU025843,1,4,4,A041|RL0341
36572,AU036573,1,2,1,A060|RL0052
4832,AU004833,0,5,3,A005|RL0723
54207,AU054208,0,1,2,A091|RL0269
33453,AU033454,1,2,5,A054|RL1089
49633,AU049634,0,3,4,A083|RL0532
30264,AU030265,0,2,3,A049|RL0938
48086,AU048087,1,2,4,A080|RL0703
41483,AU041484,0,1,3,A068|RL0827
51755,AU051756,0,2,2,A087|RL0553
11284,AU011285,0,3,5,A016|RL1181
17409,AU017410,0,2,5,A026|RL0079
58976,AU058977,1,5,5,A099|RL0700
54179,AU054180,0,2,3,A091|RL0772
29142,AU029143,0,3,2,A047|RL0099
58276,AU058277,1,2,1,A098|RL0650
3690,AU003691,1,3,2,A003|RL0579
32058,AU032059,0,1,5,A052|RL0748
44961,AU044962,1,4,5,A075|RL0793
37309,AU037310,1,3,4,A061|RL0607
9499,AU009500,0,1,5,A013|RL1196
8389,AU008390,0,3,2,A011|RL1190
53203,AU053204,0,4,2,A089|RL1039
47166,AU047167,0,3,1,A078|RL1139
7302,AU007303,1,4,3,A009|RL0775
52066,AU052067,1,4,4,A087|RL0967
13570,AU013571,0,5,1,A020|RL1187
53394,AU053395,0,3,1,A089|RL0923
28997,AU028998,1,5,3,A046|RL0851
32023,AU032024,0,1,2,A052|RL1083
52084,AU052085,0,5,2,A087|RL0224
40880,AU040881,0,1,4,A067|RL1138
28127,AU028128,0,3,4,A045|RL0653
17823,AU017824,1,2,3,A027|RL1083
38490,AU038491,1,2,3,A063|RL0560
20154,AU020155,1,3,1,A031|RL0149
38382,AU038383,0,4,3,A063|RL0318
39758,AU039759,1,4,2,A065|RL0251
19290,AU019291,0,5,4,A029|RL0802
48816,AU048817,0,5,3,A081|RL1090
50910,AU050911,0,5,5,A085|RL0439
19723,AU019724,0,5,3,A030|RL1087
31984,AU031985,1,5,2,A052|RL0147
44433,AU044434,1,2,1,A074|RL0554
555,AU000556,0,2,4,A001|RL0396
45369,AU045370,0,5,3,A075|RL0010
5370,AU005371,1,4,2,A006|RL0003
43614,AU043615,1,3,3,A072|RL1064
49539,AU049540,0,4,3,A083|RL0626
33974,AU033975,0,4,3,A055|RL1136
28769,AU028770,0,4,4,A046|RL0079
1416,AU001417,1,5,3,A001|RL1061
38679,AU038680,1,4,2,A063|RL0396
48774,AU048775,1,5,3,A081|RL0082
49406,AU049407,0,1,1,A082|RL0467
22764,AU022765,0,3,4,A035|RL0036
32129,AU032130,0,1,1,A052|RL0102
25782,AU025783,0,3,2,A041|RL0076
40048,AU040049,0,3,1,A066|RL0653
58100,AU058101,0,3,2,A097|RL0251
18019,AU018020,0,4,2,A027|RL1087
24311,AU024312,0,1,2,A038|RL0968
33780,AU033781,0,2,3,A055|RL0005
54368,AU054369,1,3,5,A091|RL0608
10159,AU010160,0,3,4,A014|RL1184
29958,AU029959,1,1,1,A048|RL0176
4849,AU004850,1,3,4,A005|RL1131
55456,AU055457,0,3,4,A093|RL0270
17715,AU017716,0,1,4,A027|RL0841
6700,AU006701,1,4,4,A008|RL1134
11080,AU011081,0,4,4,A015|RL1193
3845,AU003846,1,1,5,A003|RL0774
27190,AU027191,0,4,1,A043|RL0729
7795,AU007796,0,3,4,A010|RL0150
17108,AU017109,1,1,1,A025|RL1197
14703,AU014704,0,2,5,A021|RL1192
615,AU000616,0,2,3,A001|RL0661
51728,AU051729,1,2,5,A086|RL0588
43470,AU043471,1,1,2,A072|RL1133
42345,AU042346,1,1,5,A070|RL0174
6225,AU006226,0,3,2,A007|RL1016
27568,AU027569,0,4,4,A044|RL0869
44584,AU044585,0,4,4,A074|RL0653
1819,AU001820,0,2,5,A001|RL0158
42627,AU042628,0,2,3,A070|RL1067
2647,AU002648,1,5,2,A001|RL0031
6170,AU006171,0,2,5,A007|RL0871
29312,AU029313,1,3,2,A047|RL0654
46986,AU046987,0,1,4,A078|RL0344
31871,AU031872,1,1,3,A051|RL0492
38655,AU038656,1,4,2,A063|RL0995
38402,AU038403,1,1,2,A063|RL0798
44284,AU044285,0,2,2,A073|RL0011
21093,AU021094,0,2,5,A033|RL0121
41234,AU041235,0,4,5,A068|RL0726
35685,AU035686,0,5,4,A058|RL0129
1927,AU001928,0,2,5,A001|RL0400
4231,AU004232,0,5,3,A004|RL1106
182,AU000183,0,2,2,A001|RL0844
40810,AU040811,0,5,3,A067|RL0633
51404,AU051405,1,2,4,A086|RL1037
47390,AU047391,1,4,2,A079|RL1132
1174,AU001175,0,1,3,A001|RL1152
47974,AU047975,0,1,1,A080|RL0365
28947,AU028948,1,2,5,A046|RL0826
8255,AU008256,0,5,2,A011|RL1200
7451,AU007452,0,3,3,A009|RL0826
21134,AU021135,0,3,3,A033|RL1105
53155,AU053156,0,3,3,A089|RL1062
58481,AU058482,0,3,1,A098|RL0870
37955,AU037956,1,2,2,A062|RL0153
42728,AU042729,1,1,4,A071|RL0458
43026,AU043027,1,4,5,A071|RL0560
8194,AU008195,1,2,5,A011|RL1187
55315,AU055316,1,4,1,A093|RL0411
11096,AU011097,0,5,4,A015|RL1185
699,AU000700,0,1,3,A001|RL0327
43649,AU043650,0,1,4,A072|RL0729
57762,AU057763,1,1,5,A097|RL0364
11328,AU011329,0,4,2,A016|RL1177
34802,AU034803,1,2,3,A057|RL0794
2735,AU002736,0,4,3,A001|RL0968
36565,AU036566,1,3,2,A060|RL1059
52140,AU052141,0,1,3,A087|RL0393
43830,AU043831,0,2,5,A073|RL0865
851,AU000852,0,2,3,A001|RL0450
33379,AU033380,0,5,4,A054|RL0488
44577,AU044578,1,5,3,A074|RL0485
13391,AU013392,1,3,3,A019|RL1200
11878,AU011879,0,1,2,A017|RL1199
30694,AU030695,0,5,3,A049|RL0683
38088,AU038089,0,5,5,A062|RL0995
25275,AU025276,0,3,1,A040|RL0365
35206,AU035207,0,4,3,A057|RL1090
4975,AU004976,0,1,5,A005|RL0630
32166,AU032167,0,1,4,A052|RL0990
58368,AU058369,0,4,1,A098|RL0508
27136,AU027137,0,4,3,A043|RL0608
46038,AU046039,0,4,5,A076|RL0108
1991,AU001992,1,5,2,A001|RL0761
19256,AU019257,0,1,5,A029|RL1161
55963,AU055964,0,2,4,A094|RL0388
19801,AU019802,0,5,4,A030|RL0609
41531,AU041532,0,3,3,A069|RL0121
38169,AU038170,1,2,4,A063|RL1081
54800,AU054801,0,4,1,A092|RL0101
1417,AU001418,0,5,1,A001|RL1085
49692,AU049693,1,2,3,A083|RL0773
9443,AU009444,0,1,4,A013|RL1188
17233,AU017234,0,1,3,A026|RL0555
3003,AU003004,0,4,4,A002|RL0073
14842,AU014843,0,5,5,A022|RL1187
51246,AU051247,0,4,3,A086|RL0770
52760,AU052761,0,4,1,A088|RL0490
34070,AU034071,1,2,2,A055|RL1090
34421,AU034422,0,2,1,A056|RL0582
42048,AU042049,0,4,1,A069|RL0779
46577,AU046578,1,2,4,A077|RL0611
46150,AU046151,1,3,1,A077|RL0938
3670,AU003671,0,3,1,A003|RL0099
29217,AU029218,1,3,2,A047|RL0724
32394,AU032395,0,2,1,A052|RL0587
3457,AU003458,0,4,1,A002|RL0394
35222,AU035223,1,1,5,A057|RL0299
27632,AU027633,0,1,4,A044|RL0055
33925,AU033926,1,4,5,A055|RL1135
7211,AU007212,1,5,1,A009|RL0941
43763,AU043764,1,5,2,A072|RL1115
24350,AU024351,1,5,5,A038|RL0729
4178,AU004179,1,4,5,A004|RL1009
50244,AU050245,0,5,2,A084|RL0413
35210,AU035211,0,5,1,A057|RL0011
48262,AU048263,1,1,2,A080|RL0227
29241,AU029242,1,2,5,A047|RL0125
19892,AU019893,0,5,2,A030|RL0443
16259,AU016260,0,2,2,A024|RL1188
42623,AU042624,0,5,5,A070|RL0971
16975,AU016976,1,5,2,A025|RL1184
40840,AU040841,0,5,2,A067|RL0178
18268,AU018269,1,2,1,A028|RL0481
56301,AU056302,1,5,4,A094|RL0275
44287,AU044288,0,5,5,A073|RL0083
43163,AU043164,0,4,3,A071|RL0323
23168,AU023169,0,3,3,A036|RL0800
55123,AU055124,1,1,4,A092|RL0803
16641,AU016642,1,2,5,A025|RL1186
24048,AU024049,1,5,2,A038|RL0531
47010,AU047011,0,5,2,A078|RL0920
32042,AU032043,0,5,2,A052|RL0364
14084,AU014085,0,5,2,A020|RL1197
4602,AU004603,0,5,1,A004|RL0610
16450,AU016451,1,5,4,A024|RL1187
30424,AU030425,0,5,1,A049|RL0078
59062,AU059063,0,4,2,A099|RL0414
51027,AU051028,0,4,3,A085|RL0897
42322,AU042323,0,4,5,A070|RL0797
8200,AU008201,0,1,2,A011|RL1193
14137,AU014138,0,1,3,A021|RL1178
50820,AU050821,1,1,5,A085|RL0629
7456,AU007457,1,4,3,A009|RL0946
33839,AU033840,1,2,2,A055|RL0246
23258,AU023259,1,2,3,A036|RL0610
21943,AU021944,0,5,1,A034|RL1014
12936,AU012937,0,4,4,A019|RL1177
2883,AU002884,0,3,1,A001|RL0995
19803,AU019804,0,5,1,A030|RL0657
25556,AU025557,0,3,1,A040|RL0059
53788,AU053789,0,1,2,A090|RL0296
7493,AU007494,1,1,4,A009|RL0659
12571,AU012572,0,5,3,A018|RL1196
34817,AU034818,0,1,2,A057|RL1154
27711,AU027712,1,1,3,A044|RL0776
40568,AU040569,1,2,2,A067|RL0700
31820,AU031821,1,5,4,A051|RL0443
15703,AU015704,0,3,1,A023|RL1184
30171,AU030172,0,1,2,A048|RL0588
46482,AU046483,0,5,3,A077|RL0681
4033,AU004034,1,2,1,A003|RL0586
47345,AU047346,1,3,5,A079|RL0052
59912,AU059913,0,5,5,A100|RL0539
35391,AU035392,0,4,1,A058|RL0123
8465,AU008466,0,5,2,A011|RL1194
4884,AU004885,1,2,3,A005|RL0796
55009,AU055010,0,3,3,A092|RL0417
54625,AU054626,1,4,1,A092|RL0601
26672,AU026673,0,3,1,A042|RL0754
28482,AU028483,1,1,3,A046|RL0241
44330,AU044331,1,5,3,A073|RL1115
6410,AU006411,0,4,4,A008|RL0049
23043,AU023044,1,2,1,A036|RL0150
40139,AU040140,0,1,1,A066|RL0487
20174,AU020175,0,3,5,A031|RL0629
43751,AU043752,0,3,5,A072|RL0827
37932,AU037933,1,3,4,A062|RL0776
26540,AU026541,0,3,2,A042|RL1111
56426,AU056427,0,2,4,A095|RL0625
10119,AU010120,1,1,2,A014|RL1192
1732,AU001733,0,2,2,A001|RL0420
29136,AU029137,1,5,2,A047|RL1130
16094,AU016095,1,2,3,A024|RL1191
26028,AU026029,0,3,3,A041|RL0105
25069,AU025070,0,1,2,A040|RL0121
24167,AU024168,0,2,2,A038|RL1037
15964,AU015965,0,1,5,A024|RL1181
33889,AU033890,1,3,4,A055|RL0271
5915,AU005916,0,5,3,A007|RL0626
30740,AU030741,0,1,3,A049|RL0612
44517,AU044518,0,5,2,A074|RL0220
16304,AU016305,0,4,4,A024|RL1185
16568,AU016569,1,4,5,A025|RL1185
7429,AU007430,1,3,2,A009|RL0298
22780,AU022781,0,4,1,A035|RL0420
1990,AU001991,0,3,4,A001|RL0737
25202,AU025203,1,4,1,A040|RL0963
55099,AU055100,1,1,3,A092|RL0227
42355,AU042356,0,1,4,A070|RL0414
17650,AU017651,1,1,3,A026|RL1163
12682,AU012683,0,2,1,A018|RL1187
9213,AU009214,0,2,4,A012|RL1198
36393,AU036394,1,2,5,A059|RL1139
29719,AU029720,1,5,2,A048|RL0315
13361,AU013362,0,2,1,A019|RL1194
9198,AU009199,1,3,5,A012|RL1183
3335,AU003336,0,1,2,A002|RL0991
50581,AU050582,0,1,3,A084|RL0276
15373,AU015374,0,1,1,A023|RL1190
38012,AU038013,1,1,1,A062|RL0346
21641,AU021642,0,4,3,A033|RL0348
37843,AU037844,0,5,5,A062|RL0990
45740,AU045741,0,4,1,A076|RL0006
16440,AU016441,0,5,5,A024|RL1177
14374,AU014375,0,5,4,A021|RL1199
25858,AU025859,1,1,1,A041|RL0725
53666,AU053667,0,3,3,A090|RL0893
12131,AU012132,0,2,3,A017|RL1188
18633,AU018634,1,2,5,A028|RL1016
12354,AU012355,0,3,2,A018|RL1195
10731,AU010732,0,3,4,A015|RL1180
53129,AU053130,0,2,2,A089|RL0438
15877,AU015878,0,5,1,A023|RL1190
10091,AU010092,0,1,5,A014|RL1188
20627,AU020628,0,2,3,A032|RL0219
28366,AU028367,1,2,1,A045|RL0514
28986,AU028987,1,3,1,A046|RL0587
52500,AU052501,0,4,5,A088|RL0125
31924,AU031925,0,5,5,A052|RL1057
45197,AU045198,1,2,4,A075|RL0582
38669,AU038670,1,4,3,A063|RL0156
2089,AU002090,0,3,2,A001|RL0763
34332,AU034333,0,4,2,A056|RL0796
46672,AU046673,1,2,3,A078|RL1033
27993,AU027994,0,4,2,A045|RL0962
17647,AU017648,0,2,1,A026|RL1091
40823,AU040824,1,1,1,A067|RL0945
18992,AU018993,1,5,4,A029|RL0700
32729,AU032730,1,1,3,A053|RL0870
45143,AU045144,1,3,4,A075|RL0461
55357,AU055358,0,2,5,A093|RL0244
54146,AU054147,0,1,1,A091|RL1155
33801,AU033802,0,4,2,A055|RL0509
44318,AU044319,0,2,1,A073|RL0827
2653,AU002654,0,3,5,A001|RL0175
16950,AU016951,0,4,5,A025|RL1183
14559,AU014560,0,3,3,A021|RL1192
25503,AU025504,0,1,5,A040|RL1137
19826,AU019827,1,1,4,A030|RL0034
45046,AU045047,0,5,2,A075|RL0483
8146,AU008147,0,5,2,A011|RL1187
35439,AU035440,0,5,5,A058|RL0100
17297,AU017298,1,1,2,A026|RL0916
21116,AU021117,0,3,3,A033|RL0673
52996,AU052997,0,3,5,A089|RL0771
10125,AU010126,0,3,5,A014|RL1198
38754,AU038755,0,5,1,A064|RL0338
29657,AU029658,0,1,4,A048|RL0002
53534,AU053535,0,3,1,A090|RL0075
4917,AU004918,1,4,3,A005|RL0413
13248,AU013249,1,1,2,A019|RL1177
43758,AU043759,1,2,2,A072|RL0995
55555,AU055556,0,5,2,A093|RL0296
12146,AU012147,1,4,5,A017|RL1179
31332,AU031333,0,1,4,A051|RL0481
51141,AU051142,1,2,4,A085|RL0108
36794,AU036795,0,4,1,A060|RL0680
39476,AU039477,1,5,5,A065|RL0533
59947,AU059948,1,2,4,A100|RL0204
44938,AU044939,0,3,1,A075|RL0241
18871,AU018872,1,2,2,A029|RL0146
31768,AU031769,1,2,1,A051|RL0370
22356,AU022357,0,4,5,A035|RL0819
